,BlobID,Compound.Name,Library.Name,Library.Match.Factor,Library.Reverse.Match.Factor,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Benzothiazole,Thiol,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,Identifiable,tic,cluster_assigned,totorgnorm_cumsum,isnormnormptnorm_cumsum,quantcumsum,quant_pct,quant_pct_cumulative,rownum,cluster_factor_types,cluster_group,order,cluster_factor_types.f
432,1090,20200803_1535_blob_1090_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1876.388889,NA,"Propanoic acid, 2-methyl-3-[4-t-butyl]phenyl-",691,720,NA,C14H20O2,220,NA,NA,NA,NA,NA,1,4,0.002232634,564.2897664,0.18858039,1.42E-05,0.999411742,625,Mixed1,Mixed,4,Mixed1
281,1227,20200803_0949_blob_1227_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1830.985915,NA,Calarene epoxide,736,799,NA,C15H24O,220,NA,NA,NA,NA,NA,1,4,NA,611.5740204,0.183076909,1.38E-05,0.999453346,628,Mixed1,Mixed,4,Mixed1
631,911,20200803_0949_blob_911_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1963.380282,NA,"Cyclohexylamine, N-(2-chlorocyclopentylidene)-, N-oxide",637,700,NA,C11H18ClNO,215,NA,NA,NA,NA,NA,1,4,NA,793.4045848,0.135781234,1.02E-05,0.999667074,646,Mixed1,Mixed,4,Mixed1
724,9,20200803_1535_blob_9_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1900,NA,"1H-isoindole-1,3(2H)-dione, 2-(5-acetyl-8-methoxy-1-naphthalenyl)-",595,687,NA,C21H15NO4,345,NA,NA,NA,NA,NA,1,6,NA,303452.4367,107.4838508,0.008096139,0.695342149,18,Mixed2,Mixed,5,Mixed2
196,712,20200803_1535_blob_712_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1499.435028,NA,"5(1H)-Azulenone, 2,4,6,7,8,8a-hexahydro-3,8-dimethyl-4-(1-methylethylidene)-, (8S-cis)-",769,790,NA,C15H22O,218,NA,NA,NA,NA,NA,1,6,NA,7927.396844,103.7961459,0.007818365,0.719112057,21,Mixed2,Mixed,5,Mixed2
37,1046,20200803_1535_blob_1046_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1489.265537,NA,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",870,873,1471,C14H20O2,220,NA,NA,NA,NA,TRUE,1,6,NA,2634.914003,39.94635217,0.003008928,0.794843979,39,Mixed2,Mixed,5,Mixed2
25,651,20200803_1535_blob_651_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1654.43038,NA,"Quinoline, 2,3,4-trimethyl-",887,927,1616,C12H13N,171,NA,NA,NA,NA,TRUE,1,6,NA,12166.8803,34.61437824,0.002607302,0.805365578,43,Mixed2,Mixed,5,Mixed2
665,673,20200803_1535_blob_673_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1991.666667,NA,"N,N'-Dicyclohexyl-phthalamide",625,643,NA,C20H28N2O2,328,NA,NA,NA,NA,NA,1,6,NA,15114.80709,7.016502245,0.000528513,0.92899724,157,Mixed2,Mixed,5,Mixed2
117,1393,20200803_0949_blob_1393_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1537.5,NA,"Quinoline, 2,4,6-trimethyl-",814,832,1532,C12H13N,171,NA,NA,NA,NA,TRUE,1,6,NA,530.9572881,6.470240263,0.000487366,0.931484178,162,Mixed2,Mixed,5,Mixed2
599,862,20200803_1535_blob_862_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1805.555556,NA,"17-Methoxy-4-methyl-d-homo-18-norandrosta-4,8,13,15,17-pentaen-3-one",648,695,NA,C21H24O2,308,NA,NA,NA,NA,NA,1,6,NA,2621.095663,1.016311075,7.66E-05,0.992124585,454,Mixed2,Mixed,5,Mixed2
554,763,20200803_1535_blob_763_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1510.734463,NA,Ethyl 2-ethyl-3-methyl-3-trimethylsilyloxyvalerate,661,667,NA,C13H28O3Si,260,NA,NA,NA,NA,NA,1,8,NA,4795.633638,147.2787204,0.011093657,0.64995242,13,Mixed3,Mixed,6,Mixed3
224,143,20200803_1535_blob_143_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1760.759494,NA,"2H-isoindole-2-acetaldehyde, 1,3-dihydro-1,3-dioxo-",754,880,NA,C10H7NO3,189,NA,NA,NA,NA,NA,1,8,NA,62956.96202,41.22659137,0.003105361,0.78876009,37,Mixed3,Mixed,6,Mixed3
58,1341,20200803_1535_blob_1341_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1388.506413,NA,"Ethanone, 1-[4-(1-methylethenyl)phenyl]-",851,856,NA,C11H12O,160,NA,NA,NA,NA,TRUE,1,8,NA,1017.738489,35.25043452,0.002655212,0.797499191,40,Mixed3,Mixed,6,Mixed3
80,843,20200803_1535_blob_843_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1643.037975,NA,N-n-Butylphthalimide,832,840,NA,C12H13NO2,203,NA,NA,NA,NA,TRUE,1,8,NA,5542.826287,32.60990496,0.002456316,0.812886723,46,Mixed3,Mixed,6,Mixed3
229,1477,20200803_0949_blob_1477_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1700,NA,N-n-Butylphthalimide,753,822,NA,C12H13NO2,203,NA,NA,NA,NA,NA,1,8,NA,500.3828326,0.677401832,5.10E-05,0.995983006,515,Mixed3,Mixed,6,Mixed3
5,6,20200803_1535_blob_6_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1987.5,NA,Dibutyl phthalate,928,933,1965,C16H22O4,278,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,16,20200803_1535_blob_16_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1956.944444,NA,"Hexadecanoic acid, methyl ester",917,927,1926,C17H34O2,270,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,418,20200803_1535_blob_418_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1990.277778,NA,"1-Hexadecanol, TMS derivative",894,932,1958,C19H42OSi,314,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,83,20200803_1535_blob_83_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2056.48855,NA,i-Propyl 14-methyl-pentadecanoate,885,899,NA,C19H38O2,298,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,134,20200803_1535_blob_134_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1891.666667,NA,"1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester",884,887,1870,C16H22O4,278,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,511,20200803_1535_blob_511_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1852.777778,NA,Isopropyl myristate,882,894,1827,C17H34O2,270,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,19,20200803_1535_blob_19_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1311.499384,NA,"Cyclohexasiloxane, dodecamethyl-",868,871,1335,C12H36O6Si6,444,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,458,20200803_1535_blob_458_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1569.491525,NA,"Heptasiloxane, hexadecamethyl-",867,889,1553,C16H48O6Si7,532,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,739,20200803_1535_blob_739_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2749.514563,NA,"Eicosane, 7-hexyl-",858,863,NA,C26H54,366,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,558,20200803_1535_blob_558_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1891.666667,NA,"1-Pentadecanol, TMS derivative",853,874,1856,C18H40OSi,300,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,622,20200803_1535_blob_622_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2576.576577,NA,Diisooctyl phthalate,850,874,2543,C24H38O4,390,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,451,20200803_1535_blob_451_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2847.42268,NA,"Decanedioic acid, bis(2-ethylhexyl) ester",827,915,2778,C26H50O4,426,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,453,20200803_1535_blob_453_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1659.493671,NA,"Cyclooctasiloxane, hexadecamethyl-",818,867,1704,C16H48O8Si8,592,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,1249,20200803_0949_blob_1249_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1278.126131,NA,"Silanol, trimethyl-, phosphate (3:1)",817,836,1286,C9H27O4PSi3,314,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,774,20200803_1535_blob_774_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1407.909605,NA,"Hexasiloxane, tetradecamethyl-",804,892,1353,C14H42O5Si6,458,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,1,20200803_1535_blob_1_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1660.759494,NA,"Cyclooctasiloxane, hexadecamethyl-",803,845,1704,C16H48O8Si8,592,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,10,20200803_1535_blob_10_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1959.722222,NA,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",794,822,NA,C16H50O7Si8,578,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,3,20200803_1535_blob_3_fb,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1492.655367,NA,"Cycloheptasiloxane, tetradecamethyl-",781,782,1502,C14H42O7Si7,518,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,492,20200803_1535_blob_492_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2105.343511,NA,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",764,781,NA,C16H50O7Si8,578,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,4,20200803_1535_blob_4_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1811.111111,NA,"Cyclononasiloxane, octadecamethyl-",741,867,1893,C18H54O9Si9,666,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,478,20200803_1535_blob_478_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1726.582278,NA,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",717,724,NA,C16H50O7Si8,578,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,1200,20200803_1535_blob_1200_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2952.57732,NA,"Cholest-5-en-3-ol (3??)-, tetradecanoate",678,735,NA,C41H72O2,596,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,471,20200803_1535_blob_471_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2149.618321,NA,"1,3,3,5,5-Pentamethylcyclohexanol",646,725,NA,C11H22O,170,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,808,20200803_0949_blob_808_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2058.461538,NA,"Dodecanoic acid, 3-hydroxy-",628,641,NA,C12H24O3,216,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,1956,20200803_0949_blob_1956_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2187.692308,NA,2-Bromo-3-methylnaphthoquinone,573,653,NA,C11H7BrO2,250,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,1852,20200803_0949_blob_1852_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1295.246671,NA,"2-Oxovaleric acid, TBDMS derivative",664,669,NA,C11H22O3Si,230,NA,NA,NA,NA,NA,1,NA,NA,90.65297536,4.142404699,0.000312023,0.951865167,214,NA,NA,NA,NA
233,1206,20200803_1535_blob_1206_oil,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2849.484536,NA,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",751,798,NA,C30H52O2,444,NA,NA,NA,NA,NA,1,NA,0.005363044,2150.807145,3.743193175,0.000281953,0.958090202,235,NA,NA,NA,NA
318,885,20200803_0949_blob_885_oil,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2704.854369,NA,"E,E,Z-1,3,12-Nonadecatriene-5,14-diol",722,735,NA,C19H34O2,294,NA,NA,NA,NA,NA,1,NA,NA,3100.070212,2.058543099,0.000155058,0.978145815,329,NA,NA,NA,NA
139,640,20200803_1535_blob_640_oil,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2470.27027,NA,17-Pentatriacontene,803,803,NA,C35H70,490,NA,NA,NA,NA,TRUE,1,NA,0.013541717,4262.660815,2.01235664,0.000151579,0.978605098,332,NA,NA,NA,NA
678,753,20200803_0949_blob_753_oil,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2518.181818,NA,"Propanoic acid, 2-(3-acetoxy-4,4,14-trimethylandrost-8-en-17-yl)-",618,624,NA,C27H42O4,430,NA,NA,NA,NA,NA,1,NA,NA,2332.241698,1.998398381,0.000150528,0.978906834,334,NA,NA,NA,NA
477,844,20200803_0949_blob_844_oil,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2683.495146,NA,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",682,713,NA,C30H52O2,444,NA,NA,NA,NA,NA,1,NA,NA,2719.995018,1.749837552,0.000131805,0.981842394,355,NA,NA,NA,NA
765,1860,20200803_0949_blob_1860_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1307.819815,NA,"2-Aminoethanol, N-(trifluoroacetyl)-, tert-butyldimethylsilyl ether",399,416,NA,C10H20F3NO2Si,271,NA,NA,NA,NA,NA,1,NA,NA,18.42631608,1.608372283,0.000121149,0.984115498,373,NA,NA,NA,NA
636,1055,20200803_0949_blob_1055_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1595.454545,NA,"<e4><U+0096>-D-Glucopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",635,649,NA,C14H31BO6Si2,362,NA,NA,NA,NA,NA,1,NA,NA,205.4972289,1.494547326,0.000112576,0.985631614,386,NA,NA,NA,NA
35,623,20200803_0949_blob_623_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1726.582278,NA,"Levoglucosan, 3TMS derivative",874,889,1694,C15H34O5Si3,378,NA,NA,NA,NA,TRUE,1,NA,NA,1257.447277,1.190942955,8.97E-05,0.990388783,433,NA,NA,NA,NA
308,1323,20200803_1535_blob_1323_oil,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2865.979381,NA,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",727,820,NA,C33H56,452,NA,NA,NA,NA,NA,1,NA,0.001603023,683.6217795,1.149224037,8.66E-05,0.990738189,437,NA,NA,NA,NA
613,1712,20200803_0949_blob_1712_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1307.819815,NA,3-Dibenzofuranamine,644,781,NA,C12H9NO,183,NA,NA,NA,NA,NA,1,NA,NA,14.11607189,1.093185641,8.23E-05,0.991493169,446,NA,NA,NA,NA
663,1340,20200803_0949_blob_1340_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1615.189873,NA,"Thieno[2,3-b]quinolin-3-amine, 5,6,7,8-tetrahydro-2-octylsulfonyl-",627,661,NA,C19H28N2O2S2,380,NA,NA,NA,NA,NA,1,NA,NA,73.00545875,0.822643142,6.20E-05,0.994530739,489,NA,NA,NA,NA
497,1765,20200803_0949_blob_1765_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1459.090909,NA,"Iodoacetic Acid, TMS derivative",676,734,NA,C5H11IO2Si,258,NA,NA,NA,NA,NA,1,NA,NA,28.26930229,0.811775457,6.11E-05,0.994653529,491,NA,NA,NA,NA
732,988,20200803_0949_blob_988_oil,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2784.466019,NA,"Glycine, N-[(3<e4><U+0096>,5??)-24-oxo-3-[(trimethylsilyl)oxy]cholan-24-yl]-, methyl ester",590,622,NA,C30H53NO4Si,519,NA,NA,NA,NA,NA,1,NA,NA,525.3417115,0.784971116,5.91E-05,0.994891499,495,NA,NA,NA,NA
368,943,20200803_0949_blob_943_oil,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2720.38835,NA,"5,6,6-Trimethyl-5-(3-oxobut-1-enyl)-1-oxaspiro[2.5]octan-4-one",707,750,NA,C14H20O3,236,NA,NA,NA,NA,NA,1,NA,NA,1063.957381,0.723054641,5.45E-05,0.995455889,505,NA,NA,NA,NA
674,1168,20200803_0949_blob_1168_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1593.181818,NA,"p-Hydroxydiisopropylbenzene, TMS derivative",621,649,NA,C15H26OSi,250,NA,NA,NA,NA,NA,1,NA,NA,82.32981675,0.715309739,5.39E-05,0.99550977,506,NA,NA,NA,NA
541,2405,20200803_0949_blob_2405_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1333.290656,NA,"2-Hydroxyisocaproic acid, TMS derivative",665,673,NA,C9H20O3Si,204,NA,NA,NA,NA,NA,1,NA,NA,10.05883938,0.663397639,5.00E-05,0.996032976,516,NA,NA,NA,NA
409,978,20200803_0949_blob_978_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2040,NA,"Palmitic Acid, TMS derivative",697,741,2050,C19H40O2Si,328,NA,NA,NA,NA,NA,1,NA,NA,1292.39555,0.614255046,4.63E-05,0.996511126,526,NA,NA,NA,NA
644,635,20200803_0949_blob_635_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1995.774648,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",633,690,NA,C18H34OSi,294,NA,NA,NA,NA,NA,1,NA,NA,1432.258142,0.61299244,4.62E-05,0.996557299,527,NA,NA,NA,NA
749,2201,20200803_0949_blob_2201_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1389.083926,NA,"2,3-Butanediol, O-(trimethylsilyl)-, monoacetate",569,740,NA,C9H20O3Si,204,NA,NA,NA,NA,NA,1,NA,NA,9.85347943,0.534045842,4.02E-05,0.99717146,541,NA,NA,NA,NA
166,893,20200803_0949_blob_893_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1667.088608,NA,"4-tert-Octylphenol, TMS derivative",784,905,1631,C17H30OSi,278,NA,NA,NA,NA,NA,1,NA,NA,161.6270719,0.509342043,3.84E-05,0.997328674,545,NA,NA,NA,NA
456,2342,20200803_0949_blob_2342_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1287.542428,NA,"2-Hexenoic acid, (E)-, TMS derivative",686,740,NA,C9H18O2Si,186,NA,NA,NA,NA,NA,1,NA,NA,8.711897785,0.497721325,3.75E-05,0.997404041,547,NA,NA,NA,NA
499,868,20200803_1535_blob_868_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2251.666667,NA,"Benzo[b]dihydropyran, 6-hydroxy-4,4,5,7,8-pentamethyl-",675,758,NA,C14H20O2,220,NA,NA,NA,NA,NA,1,NA,0.00296508,1034.44899,0.497071154,3.74E-05,0.997441482,548,NA,NA,NA,NA
757,1375,20200803_0949_blob_1375_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1569.318182,NA,"t-Butyl-[2-(2,2-dimethyl-6-methylene-cyclohexylmethyl)-cyclopropoxy]-dimethyl-silane",552,604,NA,C19H36OSi,308,NA,NA,NA,NA,NA,1,NA,NA,24.06571314,0.461168836,3.47E-05,0.997730149,556,NA,NA,NA,NA
257,1271,20200803_1535_blob_1271_oil,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2841.237113,NA,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",744,834,NA,C33H56,452,NA,NA,NA,NA,NA,1,NA,0.000711602,347.710987,0.459082932,3.46E-05,0.997764729,557,NA,NA,NA,NA
310,893,20200803_1535_blob_893_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2479.279279,NA,17-Pentatriacontene,726,731,NA,C35H70,490,NA,NA,NA,NA,NA,1,NA,0.00187395,937.6237556,0.431423862,3.25E-05,0.99796479,563,NA,NA,NA,NA
262,707,20200803_0949_blob_707_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1763.291139,NA,"Arabinofuranose, 1,2,3,5-tetrakis-O-(trimethylsilyl)-",742,827,NA,C17H42O5Si4,438,NA,NA,NA,NA,NA,1,NA,NA,627.7774887,0.408760223,3.08E-05,0.998155498,569,NA,NA,NA,NA
761,754,20200803_1535_blob_754_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1895.833333,NA,"4-[7-Acetoxy-2,2-dimethyl-3a-(2-oxo-ethyl)-tetrahydro-[1,3]dioxolo[4,5-c]pyran-6-yl]-3-methyl-but-2-enoic acid, methyl ester",537,561,NA,C18H26O8,370,NA,NA,NA,NA,NA,1,NA,0.002279769,1133.892495,0.408675939,3.08E-05,0.998186281,570,NA,NA,NA,NA
415,1225,20200803_0949_blob_1225_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2865.263158,NA,"6,11-Dimethyl-2,6,10-dodecatrien-1-ol",696,780,NA,C14H24O,208,NA,NA,NA,NA,NA,1,NA,NA,220.5159573,0.393743745,2.97E-05,0.998246285,572,NA,NA,NA,NA
701,966,20200803_0949_blob_966_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2087.692308,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",608,668,NA,C18H34OSi,294,NA,NA,NA,NA,NA,1,NA,NA,704.6742592,0.374866939,2.82E-05,0.998361589,576,NA,NA,NA,NA
728,1048,20200803_0949_blob_1048_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1721.518987,NA,"3,3a-Epoxydicyclopenta[a,d]cyclooctan-4??-ol, 9,10a-dimethyl-6-methylene-3??-isopropyl-",594,608,NA,C20H32O2,304,NA,NA,NA,NA,NA,1,NA,NA,310.2980657,0.374809825,2.82E-05,0.998389821,577,NA,NA,NA,NA
325,1097,20200803_0949_blob_1097_oil,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2766.990291,NA,"Spiro[4.5]decan-7-one, 1,8-dimethyl-8,9-epoxy-4-isopropyl-",720,759,NA,C15H24O2,236,NA,NA,NA,NA,NA,1,NA,NA,510.3703005,0.368041072,2.77E-05,0.998445454,579,NA,NA,NA,NA
230,2000,20200803_0949_blob_2000_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1511.363636,NA,"3-Buten-2-one, 4-(2,2,6-trimethyl-7-oxabicyclo[4.1.0]hept-1-yl)-",753,813,1473,C13H20O2,208,NA,NA,NA,NA,NA,1,NA,NA,16.38162659,0.366374138,2.76E-05,0.998473051,580,NA,NA,NA,NA
568,1260,20200803_1535_blob_1260_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2656.31068,NA,"Benzo[c]phenanthrene, 5-methyl-",657,713,NA,C19H14,242,NA,NA,NA,NA,NA,1,NA,0.000838451,338.9484939,0.358823283,2.70E-05,0.998527124,582,NA,NA,NA,NA
710,1081,20200803_1535_blob_1081_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2019.847328,NA,"9-Desoxo-9-x-acetoxy-3,8,12-tri-O-acetylingol",604,629,NA,C28H40O10,536,NA,NA,NA,NA,NA,1,NA,0.001450718,775.6755442,0.351830113,2.65E-05,0.998553626,583,NA,NA,NA,NA
730,998,20200803_0949_blob_998_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2138.461538,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",591,633,NA,C18H34OSi,294,NA,NA,NA,NA,NA,1,NA,NA,651.1442015,0.346310832,2.61E-05,0.998632291,586,NA,NA,NA,NA
751,1408,20200803_1535_blob_1408_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1748.101266,NA,"Propanoic acid, 2-(3-acetoxy-4,4,14-trimethylandrost-8-en-17-yl)-",567,569,NA,C27H42O4,430,NA,NA,NA,NA,NA,1,NA,0.000677055,335.7758663,0.340461445,2.56E-05,0.99868395,588,NA,NA,NA,NA
333,1364,20200803_1535_blob_1364_oil,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2896.907216,NA,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",717,806,NA,C33H56,452,NA,NA,NA,NA,NA,1,NA,0.000450407,188.541772,0.32933598,2.48E-05,0.998759795,591,NA,NA,NA,NA
421,978,20200803_1535_blob_978_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1877.777778,NA,6-Nitro-1-methyl-3-acetylindole,693,830,NA,C11H10N2O3,218,NA,NA,NA,NA,NA,1,NA,0.002807202,678.124306,0.322402449,2.43E-05,0.998833092,594,NA,NA,NA,NA
226,931,20200803_1535_blob_931_oil,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2152.671756,NA,2-Methyl-Z-4-tetradecene,753,808,NA,C15H30,210,NA,NA,NA,NA,NA,1,NA,0.002806953,1102.436615,0.319363364,2.41E-05,0.998857148,595,NA,NA,NA,NA
375,702,20200803_0949_blob_702_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1853.521127,NA,7-Hydroxyfarnesen,705,758,NA,C15H24O,220,NA,NA,NA,NA,NA,1,NA,NA,954.9596284,0.282089104,2.12E-05,0.998990187,601,NA,NA,NA,NA
569,780,20200803_0949_blob_780_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1894.366197,NA,Ethyl iso-allocholate,657,669,NA,C26H44O5,436,NA,NA,NA,NA,NA,1,NA,NA,684.8769597,0.279648159,2.11E-05,0.999011251,602,NA,NA,NA,NA
