,BlobID,Compound.Name,Library.Name,Library.Match.Factor,Library.Reverse.Match.Factor,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Benzothiazole,Thiol,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,Identifiable,tic,cluster_assigned,totorgnorm_cumsum,isnormnormptnorm_cumsum,quantcumsum,quant_pct,quant_pct_cumulative,rownum,cluster_factor_types,cluster_group,order,cluster_factor_types.f
643,1043,20200803_1535_blob_1043_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2310,NA,"4,4,6a,6b,8a,11,12,14b-Octamethyl-docosahydropicene-3,13-diol",633,670,NA,C30H52O2,444,NA,NA,NA,NA,NA,1,2,0.007992016,2914.176811,1.370039596,0.000103197,0.987783761,406,Anthro1,Anthropogenic,1,Anthro1
87,846,20200803_1535_blob_846_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1941.666667,NA,"1H-Cyclopropa[l]phenanthrene,1a,9b-dihydro-",830,863,NA,C15H12,192,NA,NA,NA,NA,TRUE,1,2,0.010165686,3420.577282,1.362602884,0.000102637,0.987989484,408,Anthro1,Anthropogenic,1,Anthro1
592,1192,20200803_1535_blob_1192_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2030.534351,NA,"Naphthalene, 1,2,3-trimethyl-4-propenyl-, (E)-",652,726,NA,C16H18,210,NA,NA,NA,NA,NA,1,2,0.007385308,2332.946783,1.351820868,0.000101825,0.988193271,410,Anthro1,Anthropogenic,1,Anthro1
711,1162,20200803_1535_blob_1162_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1775.949367,NA,"Tridecanoic acid, TMS derivative",603,777,1750,C16H34O2Si,286,NA,NA,NA,NA,NA,1,2,0.004903057,1680.380154,1.33999501,0.000100934,0.988497172,413,Anthro1,Anthropogenic,1,Anthro1
254,860,20200803_1535_blob_860_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2143.51145,NA,"10,18-Bisnorabieta-5,7,9(10),11,13-pentaene",745,893,2082,C18H22,238,NA,NA,NA,NA,NA,1,2,0.009592948,3185.920552,1.273059728,9.59E-05,0.989090338,419,Anthro1,Anthropogenic,1,Anthro1
744,1355,20200803_0949_blob_1355_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1679.746835,NA,"Ethanol, 2-(methylamino)-, N-trifluoroacetyl, O-(tert-butyldimethylsilyl)",573,629,NA,C11H22F3NO2Si,285,NA,NA,NA,NA,NA,1,2,NA,587.8902929,1.264392607,9.52E-05,0.989185577,420,Anthro1,Anthropogenic,1,Anthro1
448,873,20200803_1535_blob_873_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2286.666667,NA,Dihydroagathic acid,687,720,NA,C20H32O4,336,NA,NA,NA,NA,NA,1,2,0.010195105,3591.826436,1.252703407,9.44E-05,0.989469401,423,Anthro1,Anthropogenic,1,Anthro1
603,1040,20200803_1535_blob_1040_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2073.282443,NA,"<e4><U+0096>-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(butylboronate)",647,711,NA,C17H34B2O6Si,384,NA,NA,NA,NA,NA,1,2,0.006605745,2054.624901,1.248036116,9.40E-05,0.989563408,424,Anthro1,Anthropogenic,1,Anthro1
526,834,20200803_1535_blob_834_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2323.333333,NA,3??-Myristoylolean-12-en-16??-ol,668,704,NA,C44H76O3,652,NA,NA,NA,NA,NA,1,2,0.006735849,2353.313648,1.231960889,9.28E-05,0.989656205,425,Anthro1,Anthropogenic,1,Anthro1
305,926,20200803_1535_blob_926_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2018.320611,NA,"2,6-Dimethyldibenzothiophene",727,882,NA,C14H12S,212,NA,NA,NA,NA,NA,1,2,0.010108267,3188.293098,1.230022685,9.27E-05,0.989841643,427,Anthro1,Anthropogenic,1,Anthro1
128,698,20200803_1535_blob_698_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2169.465649,NA,"Benzene, 1,1'-(1,3-butadiyne-1,4-diyl)bis-",810,862,NA,C16H10,202,NA,NA,NA,NA,TRUE,1,2,0.02421771,8136.148061,1.221774275,9.20E-05,0.990025893,429,Anthro1,Anthropogenic,1,Anthro1
43,783,20200803_1535_blob_783_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1947.222222,NA,"1H-Cyclopropa[l]phenanthrene,1a,9b-dihydro-",867,882,NA,C15H12,192,NA,NA,NA,NA,TRUE,1,2,0.00853025,3033.926001,1.217491962,9.17E-05,0.990117599,430,Anthro1,Anthropogenic,1,Anthro1
377,900,20200803_1535_blob_900_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2479.279279,NA,"Octadecanal, 2-bromo-",704,718,NA,C18H35BrO,346,NA,NA,NA,NA,NA,1,2,0.006576437,2591.049736,1.204944484,9.08E-05,0.990208361,431,Anthro1,Anthropogenic,1,Anthro1
478,962,20200803_1535_blob_962_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2484.684685,NA,"4-O-Methyl-12b,13,20-triacetoxy-2,9-dihydroxy-3a-carboxy-2,3-seco-tigla-1(10),6-diene-3,9-lactone",681,685,NA,C27H36O10,520,NA,NA,NA,NA,NA,1,2,0.006264898,2129.866289,1.204333588,9.07E-05,0.990299076,432,Anthro1,Anthropogenic,1,Anthro1
278,933,20200803_1535_blob_933_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2488.288288,NA,"9-Octadecene, 1,1'-[1,2-ethanediylbis(oxy)]bis-, (Z,Z)-",736,753,NA,C38H74O2,562,NA,NA,NA,NA,NA,1,2,0.00699418,2456.927328,1.158889598,8.73E-05,0.990564671,435,Anthro1,Anthropogenic,1,Anthro1
667,998,20200803_1535_blob_998_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2109.923664,NA,"2,3-Dimethyl-1,4,4a,9a-tetrahydroanthracene-9,10-dione",625,651,NA,C16H16O2,240,NA,NA,NA,NA,NA,1,2,NA,2082.621392,1.154395905,8.70E-05,0.990651625,436,Anthro1,Anthropogenic,1,Anthro1
492,851,20200803_1535_blob_851_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2135.877863,NA,"1,3-Diphenyl-3-methylcyclopropene",677,790,NA,C16H14,206,NA,NA,NA,NA,NA,1,2,0.008444587,2867.723448,1.125459393,8.48E-05,0.990908338,439,Anthro1,Anthropogenic,1,Anthro1
417,1053,20200803_1535_blob_1053_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2109.923664,NA,"Benzene, 1,1'-ethylidenebis[4-ethyl-",695,722,NA,C18H22,238,NA,NA,NA,NA,NA,1,2,0.007230764,2338.540127,1.107233744,8.34E-05,0.991328231,444,Anthro1,Anthropogenic,1,Anthro1
591,1045,20200803_1535_blob_1045_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2211.666667,NA,"(2,3-Diphenyl-aziridin-1-yl)-(1-methyl-7-oxa-bicyclo[4.1.0]hept-2-ylidene)-amine",652,753,NA,C21H22N2O,318,NA,NA,NA,NA,NA,1,2,0.01327092,4145.701414,1.096518887,8.26E-05,0.991410825,445,Anthro1,Anthropogenic,1,Anthro1
337,980,20200803_1535_blob_980_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2488.288288,NA,"9-Octadecene, 1,1'-[1,2-ethanediylbis(oxy)]bis-, (Z,Z)-",715,735,NA,C38H74O2,562,NA,NA,NA,NA,NA,1,2,0.005085736,1862.080528,1.052286274,7.93E-05,0.991736446,449,Anthro1,Anthropogenic,1,Anthro1
537,874,20200803_1535_blob_874_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1909.722222,NA,"Acethydrazide, 2-(2-benzothiazolylthio)-N2-(3-fluorobenzylideno)-",665,679,NA,C16H12FN3OS2,345,TRUE,NA,NA,NA,NA,1,2,0.005816484,2167.561488,1.043911944,7.86E-05,0.991893739,451,Anthro1,Anthropogenic,1,Anthro1
593,895,20200803_1535_blob_895_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1908.333333,NA,"B(9a)-Homo-19-norpregna-9(11),9a,16-trien-20-one, 3-(dimethylamino)-4,4,14-trimethyl-, (3??,5<e4><U+0096>)-",651,656,NA,C26H39NO,381,NA,NA,NA,NA,NA,1,2,0.013668632,3493.149559,1.028110846,7.74E-05,0.991971181,452,Anthro1,Anthropogenic,1,Anthro1
439,865,20200803_1535_blob_865_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1994.444444,NA,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",689,716,NA,C19H24O2,284,NA,NA,NA,NA,NA,1,2,0.005026302,1890.562928,1.006700516,7.58E-05,0.992200414,455,Anthro1,Anthropogenic,1,Anthro1
484,836,20200803_1535_blob_836_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2330,NA,"3,12-Oleandione",679,680,NA,C30H48O2,440,NA,NA,NA,NA,NA,1,2,0.007182987,2475.53911,0.967886297,7.29E-05,0.99256953,460,Anthro1,Anthropogenic,1,Anthro1
530,824,20200803_1535_blob_824_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2381.666667,NA,"Olean-12-ene-3,28-diol, (3??)-",667,747,NA,C30H50O2,442,NA,NA,NA,NA,NA,1,2,0.005676855,2242.560013,0.920251105,6.93E-05,0.993278585,470,Anthro1,Anthropogenic,1,Anthro1
607,1134,20200803_1535_blob_1134_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2213.333333,NA,"Methyl (1-O-retinyl-2,3,4-triacetyl-??-D-glucopyran)uronate",646,653,NA,C33H46O10,602,NA,NA,NA,NA,NA,1,2,0.005505323,2098.068729,0.916003661,6.90E-05,0.993347582,471,Anthro1,Anthropogenic,1,Anthro1
267,894,20200803_1535_blob_894_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2470.27027,NA,Phorbol,740,750,NA,C20H28O6,364,NA,NA,NA,NA,NA,1,2,0.005535986,1971.990927,0.908443142,6.84E-05,0.993553424,474,Anthro1,Anthropogenic,1,Anthro1
213,902,20200803_1535_blob_902_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1768.35443,NA,2-(1-Butyl-2-nitroallyl)cyclohexanone,760,762,NA,C13H21NO3,239,NA,NA,NA,NA,NA,1,2,NA,2658.419261,0.885298355,6.67E-05,0.993756102,477,Anthro1,Anthropogenic,1,Anthro1
708,814,20200803_0949_blob_814_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1969.014085,NA,"Anthacene, 1,2,3,4,6,7,8,9-octahydro-2,2,5-trimethyl-",605,639,NA,C17H24,228,NA,NA,NA,NA,NA,1,2,NA,2232.982639,0.882916559,6.65E-05,0.993822607,478,Anthro1,Anthropogenic,1,Anthro1
485,883,20200803_1535_blob_883_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1902.777778,NA,"Cholestan-3-ol, 2-methylene-, (3??,5<e4><U+0096>)-",679,734,NA,C28H48O,400,NA,NA,NA,NA,NA,1,2,0.011602689,3299.975637,0.87812425,6.61E-05,0.993888751,479,Anthro1,Anthropogenic,1,Anthro1
347,1042,20200803_1535_blob_1042_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2094.656489,NA,"Benzene, 1,1'-ethylidenebis[4-ethyl-",713,736,NA,C18H22,238,NA,NA,NA,NA,NA,1,2,0.00574866,1881.253384,0.871257597,6.56E-05,0.993954378,480,Anthro1,Anthropogenic,1,Anthro1
630,1239,20200803_1535_blob_1239_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1764.556962,NA,"1,4-Benzenediol, 2,6-bis(1,1-dimethylethyl)-",637,680,NA,C14H22O2,222,NA,NA,NA,NA,NA,1,2,0.002924889,1055.309797,0.867792418,6.54E-05,0.994085191,482,Anthro1,Anthropogenic,1,Anthro1
585,840,20200803_1535_blob_840_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2328.333333,NA,"Palmitic acid, 2-(tetradecyloxy)ethyl ester",653,656,NA,C32H64O3,496,NA,NA,NA,NA,NA,1,2,0.006929194,2363.07422,0.853467171,6.43E-05,0.994279612,485,Anthro1,Anthropogenic,1,Anthro1
506,1184,20200803_1535_blob_1184_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1902.777778,NA,"10,12,14-Nonacosatriynoic acid",674,676,NA,C29H46O2,426,NA,NA,NA,NA,NA,1,2,0.005254405,1832.376243,0.853327141,6.43E-05,0.994343888,486,Anthro1,Anthropogenic,1,Anthro1
433,1123,20200803_1535_blob_1123_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2271.666667,NA,"Benzene, 1,1'-ethylidenebis[4-ethyl-",691,736,NA,C18H22,238,NA,NA,NA,NA,NA,1,2,0.008284165,2692.70625,0.826120651,6.22E-05,0.994468774,488,Anthro1,Anthropogenic,1,Anthro1
543,1096,20200803_1535_blob_1096_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2047.328244,NA,"Cholesta-4,6-dien-3-ol, (3??)-",664,726,NA,C27H44O,384,NA,NA,NA,NA,NA,1,2,0.004393297,1357.085608,0.818375941,6.16E-05,0.994592382,490,Anthro1,Anthropogenic,1,Anthro1
190,1055,20200803_1535_blob_1055_oil,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2757.281553,NA,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",771,816,NA,C30H52O2,444,NA,NA,NA,NA,NA,1,2,0.002830426,935.8795402,0.791228033,5.96E-05,0.994773125,493,Anthro1,Anthropogenic,1,Anthro1
176,898,20200803_1535_blob_898_oil,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2157.251908,NA,17-Pentatriacontene,780,780,NA,C35H70,490,NA,NA,NA,NA,NA,1,2,0.007759411,2809.713583,0.786553631,5.92E-05,0.994832372,494,Anthro1,Anthropogenic,1,Anthro1
101,853,20200803_1535_blob_853_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2108.396947,NA,"Heneicosane, 11-(1-ethylpropyl)-",821,829,NA,C26H54,366,NA,NA,NA,NA,TRUE,1,2,0.004492547,1625.727226,0.774322573,5.83E-05,0.994949825,496,Anthro1,Anthropogenic,1,Anthro1
461,1033,20200803_1535_blob_1033_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1965.277778,NA,"10,12,14-Nonacosatriynoic acid",685,687,NA,C29H46O2,426,NA,NA,NA,NA,NA,1,2,NA,3508.452009,0.77425942,5.83E-05,0.995008145,497,Anthro1,Anthropogenic,1,Anthro1
532,935,20200803_1535_blob_935_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2409.009009,NA,"4-O-Methyl-12b,13,20-triacetoxy-2,9-dihydroxy-3a-carboxy-2,3-seco-tigla-1(10),6-diene-3,9-lactone",667,669,NA,C27H36O10,520,NA,NA,NA,NA,NA,1,2,0.005083536,1755.37579,0.767864729,5.78E-05,0.995065984,498,Anthro1,Anthropogenic,1,Anthro1
323,1080,20200803_1535_blob_1080_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2045.801527,NA,"2,6-Dimethyldibenzothiophene",720,857,NA,C14H12S,212,NA,NA,NA,NA,NA,1,2,0.004779996,1663.256277,0.741602685,5.59E-05,0.99523663,501,Anthro1,Anthropogenic,1,Anthro1
299,906,20200803_1535_blob_906_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2251.666667,NA,Phorbol,730,733,NA,C20H28O6,364,NA,NA,NA,NA,NA,1,2,0.007390427,2718.58232,0.725098854,5.46E-05,0.995401426,504,Anthro1,Anthropogenic,1,Anthro1
241,814,20200803_1535_blob_814_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2135.877863,NA,tert-Hexadecanethiol,748,787,NA,C16H34S,258,NA,TRUE,NA,NA,NA,1,2,0.00643453,2517.228283,0.6935125,5.22E-05,0.995775855,511,Anthro1,Anthropogenic,1,Anthro1
175,819,20200803_1535_blob_819_oil,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2180.152672,NA,"Ethanol, 2-(octadecyloxy)-",780,793,NA,C20H42O2,314,NA,NA,NA,NA,NA,1,2,0.006898546,2283.594004,0.693154856,5.22E-05,0.995828067,512,Anthro1,Anthropogenic,1,Anthro1
706,1057,20200803_1535_blob_1057_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1820.833333,NA,"3-[3-Bromophenyl]-7-chloro-3,4-dihydro-10-hydroxy-1,9(2H,10H)-acridinedione",605,695,NA,C19H13BrClNO3,417,NA,NA,NA,NA,NA,1,2,0.003915896,1448.268824,0.648513418,4.88E-05,0.996181005,519,Anthro1,Anthropogenic,1,Anthro1
521,1149,20200803_1535_blob_1149_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2123.664122,NA,"Ethyl 1-(8-dimethylamino-1-naphthyl)-1H-1,2,3-triazole-5-carboxylate",669,690,NA,C17H18N4O2,310,NA,NA,NA,NA,NA,1,2,0.007527114,2461.161215,0.62244961,4.69E-05,0.996371514,523,Anthro1,Anthropogenic,1,Anthro1
685,1130,20200803_1535_blob_1130_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2283.333333,NA,"Azuleno[4,5-b]furan-2(3H)-one, 9a-[(acetyloxy)methyl]decahydro-6a,9-dihydroxy-6-methyl-3-methylene-, [3aS-(3a<e4><U+0096>,6??,6a<e4><U+0096>,9??,9a??,9b<e4><U+0096>)]-",615,643,NA,C17H24O6,324,NA,NA,NA,NA,NA,1,2,0.00477689,1696.882882,0.602816202,4.54E-05,0.996648746,529,Anthro1,Anthropogenic,1,Anthro1
658,1031,20200803_1535_blob_1031_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1805.555556,NA,"1-(3-Hydroxypropyl)-5,5,8a-trimethyldecahydronaphthalen-2-ol",628,656,NA,C16H30O2,254,NA,NA,NA,NA,NA,1,2,0.002948793,1062.758124,0.600931824,4.53E-05,0.996694011,530,Anthro1,Anthropogenic,1,Anthro1
505,1141,20200803_1535_blob_1141_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2027.480916,NA,"Azuleno[4,5-b]furan-2(3H)-one, 9a-[(acetyloxy)methyl]decahydro-6a,9-dihydroxy-6-methyl-3-methylene-, [3aS-(3a<e4><U+0096>,6??,6a<e4><U+0096>,9??,9a??,9b<e4><U+0096>)]-",674,698,NA,C17H24O6,324,NA,NA,NA,NA,NA,1,2,0.004609299,1645.113023,0.588932383,4.44E-05,0.996962246,536,Anthro1,Anthropogenic,1,Anthro1
434,1160,20200803_1535_blob_1160_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2012.21374,NA,"10,12,14-Nonacosatriynoic acid",691,696,NA,C29H46O2,426,NA,NA,NA,NA,NA,1,2,0.003137164,1110.804327,0.584466919,4.40E-05,0.997006271,537,Anthro1,Anthropogenic,1,Anthro1
393,1097,20200803_1535_blob_1097_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2099.236641,NA,<e4><U+0096>-N-Normethadol,701,704,NA,C20H27NO,297,NA,NA,NA,NA,NA,1,2,0.003813295,1253.129259,0.573947907,4.32E-05,0.997049503,538,Anthro1,Anthropogenic,1,Anthro1
465,842,20200803_1535_blob_842_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1894.444444,NA,"9-Octadecenoic acid, (2-phenyl-1,3-dioxolan-4-yl)methyl ester, cis-",684,692,NA,C28H44O4,444,NA,NA,NA,NA,NA,1,2,0.007880967,2813.693777,0.546781814,4.12E-05,0.997090689,539,Anthro1,Anthropogenic,1,Anthro1
355,1125,20200803_1535_blob_1125_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2125.19084,NA,"5,8,11,14-Eicosatetraynoic acid",711,728,NA,C20H24O2,296,NA,NA,NA,NA,NA,1,2,0.002672522,981.8732488,0.530370335,3.99E-05,0.997211409,542,Anthro1,Anthropogenic,1,Anthro1
552,1241,20200803_1535_blob_1241_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2094.656489,NA,"Isobenzofuran, 1,3-dihydro-1,1-dimethyl-3-phenyl-",662,813,NA,C16H16O,224,NA,NA,NA,NA,NA,1,2,0.002094751,713.0624014,0.526961196,3.97E-05,0.997251102,543,Anthro1,Anthropogenic,1,Anthro1
604,1219,20200803_1535_blob_1219_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1830.555556,NA,"Benzene, 1,2,3,4-tetramethyl-4-(1-methylethenyl)-",647,717,NA,C13H18,174,NA,NA,NA,NA,NA,1,2,0.005403796,1891.267069,0.502848378,3.79E-05,0.99736655,546,Anthro1,Anthropogenic,1,Anthro1
504,910,20200803_1535_blob_910_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1929.166667,NA,"Tertbutyloxyformamide, N-methyl-N-[4-(1-pyrrolidinyl)-2-butynyl]-",674,690,NA,C14H24N2O2,252,NA,NA,NA,NA,NA,1,2,0.00565918,1776.205059,0.486996983,3.67E-05,0.997515068,550,Anthro1,Anthropogenic,1,Anthro1
133,1064,20200803_1535_blob_1064_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1830.555556,NA,"Heptadecane, 2,6-dimethyl-",808,859,NA,C19H40,268,NA,NA,NA,NA,TRUE,1,2,0.002514613,917.2549042,0.486568787,3.67E-05,0.997551719,551,Anthro1,Anthropogenic,1,Anthro1
378,1111,20200803_1535_blob_1111_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2093.129771,NA,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",704,751,NA,C20H24N2O,308,NA,NA,NA,NA,NA,1,2,0.003853789,1285.569482,0.450727677,3.40E-05,0.997866759,560,Anthro1,Anthropogenic,1,Anthro1
557,1194,20200803_1535_blob_1194_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1976.388889,NA,"2-Methyl-cis-7,8-epoxynonadecane",660,673,NA,C20H40O,296,NA,NA,NA,NA,NA,1,2,0.004001394,1382.925744,0.436931787,3.29E-05,0.997899671,561,Anthro1,Anthropogenic,1,Anthro1
463,1377,20200803_1535_blob_1377_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2145.038168,NA,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",685,726,NA,C19H24O2,284,NA,NA,NA,NA,NA,1,2,0.001715011,582.7103938,0.433098102,3.26E-05,0.997932294,562,Anthro1,Anthropogenic,1,Anthro1
441,1079,20200803_1535_blob_1079_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2155.725191,NA,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",689,739,NA,C20H24N2O,308,NA,NA,NA,NA,NA,1,2,0.002691251,962.4443387,0.430803806,3.24E-05,0.99799724,564,Anthro1,Anthropogenic,1,Anthro1
327,1195,20200803_1535_blob_1195_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1948.611111,NA,"<e4><U+0096>-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",719,742,NA,C13H26BNO6Si,331,NA,NA,NA,NA,NA,1,2,0.002888617,912.2535284,0.41025652,3.09E-05,0.998124709,568,Anthro1,Anthropogenic,1,Anthro1
513,1051,20200803_1535_blob_1051_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1919.444444,NA,"Dodecanoic acid, 3-hydroxy-",672,695,NA,C12H24O3,216,NA,NA,NA,NA,NA,1,2,0.003433402,1238.1633,0.392820464,2.96E-05,0.998275874,573,Anthro1,Anthropogenic,1,Anthro1
48,1104,20200803_1535_blob_1104_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1938.888889,NA,"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",866,914,1923,C17H24O3,276,NA,NA,NA,NA,TRUE,1,2,NA,2514.704821,0.38446152,2.90E-05,0.998304834,574,Anthro1,Anthropogenic,1,Anthro1
570,920,20200803_0949_blob_920_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1888.732394,NA,"Eicosanoic acid, 2,3-bis(acetyloxy)propyl ester",657,770,NA,C27H50O6,470,NA,NA,NA,NA,NA,1,2,NA,1503.271677,0.34536053,2.60E-05,0.998658305,587,Anthro1,Anthropogenic,1,Anthro1
491,1280,20200803_0949_blob_1280_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1696.202532,NA,"1-(1,3-Dimethyl-buta-1,3-dienyl)-3,7,7-trimethyl-2-oxa-bicyclo[3.2.0]hept-3-ene",678,724,NA,C15H22O,218,NA,NA,NA,NA,NA,1,2,NA,385.0671589,0.338332509,2.55E-05,0.998734988,590,Anthro1,Anthropogenic,1,Anthro1
529,1154,20200803_1535_blob_1154_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2029.007634,NA,<e4><U+0096>-N-Normethadol,668,683,NA,C20H27NO,297,NA,NA,NA,NA,NA,1,2,0.001821504,690.1433214,0.325987803,2.46E-05,0.99878435,592,Anthro1,Anthropogenic,1,Anthro1
232,1105,20200803_1535_blob_1105_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2131.29771,NA,"2,6,10,14,18,22-Tetracosahexaene, 2,6,10,15,19,23-hexamethyl-, (all-E)-, didehydro deriv.",751,763,NA,C30H48,408,NA,NA,NA,NA,NA,1,2,0.002782926,1025.545852,0.318923955,2.40E-05,0.998881171,596,Anthro1,Anthropogenic,1,Anthro1
609,1110,20200803_1535_blob_1110_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1840.277778,NA,"18-Hydroxy-10-pentyl-11-oxa-1,5-dithia-spiro[5.13]nonadec-15-yn-12-one",645,660,NA,C21H34O3S2,398,NA,NA,NA,NA,NA,1,2,0.00183065,653.3798231,0.298339238,2.25E-05,0.998903643,597,Anthro1,Anthropogenic,1,Anthro1
394,1243,20200803_1535_blob_1243_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1769.620253,NA,cis-Z-<e4><U+0096>-Bisabolene epoxide,701,708,NA,C15H24O,220,NA,NA,NA,NA,NA,1,2,0.003101374,967.7759898,0.297780932,2.24E-05,0.998926073,598,Anthro1,Anthropogenic,1,Anthro1
507,1405,20200803_1535_blob_1405_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1791.139241,NA,"1(2H)-Naphthalenone, 3,4-dihydro-4,5,6-trimethyl-",674,723,NA,C13H16O,188,NA,NA,NA,NA,NA,1,2,0.003253791,1174.896807,0.285806858,2.15E-05,0.998947601,599,Anthro1,Anthropogenic,1,Anthro1
727,1077,20200803_1535_blob_1077_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1887.5,NA,Dasycarpidol,594,600,NA,C17H22N2O,270,NA,NA,NA,NA,NA,1,2,0.005428403,1702.48051,0.283277354,2.13E-05,0.998968939,600,Anthro1,Anthropogenic,1,Anthro1
628,1088,20200803_1535_blob_1088_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1829.166667,NA,"d-Allo-dec-2-enonic acid, 5,8-anhydro-2,3,4,9-tetradeoxy-8-C-(hydroxymethyl)-3-methyl-7,8-O-(1-methylethylidene)-, methyl ester, 10-acetate, (E)-",638,640,NA,C18H28O8,372,NA,NA,NA,NA,NA,1,2,0.002842268,997.2304152,0.237945897,1.79E-05,0.999260788,615,Anthro1,Anthropogenic,1,Anthro1
