Compound.Name,Mixed_Aggregates_pct,Diatom_Dominated_Aggregates_pct,Dinoflagellates_pct,Microzooplankton_pct,Diatoms_pct,Haptophytes_pct,Cell_Numbers,Mixed_Aggregates,Diatom_Dominated_Aggregates,Dinoflagellates,Microzooplankton,Diatoms,Haptophytes,HB_cells_L,Virus_L,Chlor_a
20200803_0949_blob_623_,-0.157700536,0.128927423,-0.105962744,0.428065742,-0.152527797,0.463986986,0.028837302,-0.171514138,0.036158903,-0.051956384,0.370076797,-0.045642636,0.484916391,-0.008921997,0.161419313,-0.057004503
20200803_0949_blob_635_,-0.353427992,0.7030224,-0.269849832,-0.286247155,0.167175301,-0.287180347,0.745680444,-0.225976231,0.844867737,0.546430104,-0.045826294,0.613934266,-0.043460415,0.009696621,0.04760399,0.105465461
20200803_0949_blob_636_,0.007717615,-0.302748129,0.281862417,-0.41729017,-0.232049263,-0.413755522,-0.133735205,-0.126483078,-0.131716935,-0.003911706,-0.408169894,-0.150346956,-0.427837587,-0.339198633,-0.407517363,-0.309994408
20200803_0949_blob_649_,-0.134971855,0.087170069,-0.075094383,0.459753521,-0.183242793,0.489125814,-0.018864621,-0.148576868,-0.0164309,-0.056056907,0.392989647,-0.099662596,0.495195657,-0.005988887,0.174727427,-0.060904047
20200803_0949_blob_654_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509,0.402659811,-0.215243744,0.444518249,0.027145649,-0.140743065,0.445250136,-0.019394669,-0.026046014,-0.085741328,0.023564778
20200803_0949_blob_660_,-0.40156035,0.448593403,-0.379422326,0.551709817,-0.157539596,0.93780453,0.056679711,-0.49564668,0.17277233,-0.201261736,0.528629694,-0.096921156,0.949738811,0.683865073,0.707970307,-0.079526195
20200803_0949_blob_663_,-0.414594314,0.75014315,-0.303943047,-0.336872066,0.151346634,0.025220084,0.667186748,-0.325197375,0.787652514,0.484075538,-0.092701273,0.523399006,0.261586655,0.257359626,0.334898201,0.070129473
20200803_0949_blob_671_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20200803_0949_blob_676_,-0.53002035,0.864300414,-0.46774748,0.390649743,-0.113824861,0.396822983,0.634486071,-0.450251654,0.798584788,0.32990557,0.614926304,0.340040329,0.619438758,0.488682348,0.802043847,-0.05101124
20200803_0949_blob_688_,-0.631022773,0.814328604,-0.606914686,0.162076608,0.374033021,0.343397069,0.590249181,-0.454453303,0.638281041,0.203302493,0.272777627,0.55419912,0.478830909,0.34166917,0.370522394,0.276065805
20200803_0949_blob_695_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509,0.402659811,-0.215243744,0.444518249,0.027145649,-0.140743065,0.445250136,-0.019394669,-0.026046014,-0.085741328,0.023564778
20200803_0949_blob_696_,-0.346583961,0.666947799,-0.23907307,-0.354812153,0.179749513,-0.190672188,0.613373819,-0.245592254,0.71690955,0.478868642,-0.197993607,0.522962613,-0.014558342,0.091485752,-0.008020465,0.129179896
20200803_0949_blob_699_,-0.563530532,0.270243088,-0.644216266,-0.349234607,0.542997058,-0.19732611,0.350307312,-0.490644048,0.297063258,0.015676298,-0.285886031,0.462104213,-0.177407084,-0.011777472,-0.299840464,0.337054427
20200803_0949_blob_701_,-0.066836545,0.237216279,-0.183571334,-0.267931944,0.288541449,-0.228619847,0.372188272,-5.91E-05,0.348833809,0.058581501,-0.220718845,0.480069506,-0.113027687,-0.159754759,-0.278376801,0.113850668
20200803_0949_blob_702_,-0.29655427,0.57310951,-0.288191198,-0.098023141,0.100547039,-0.164299959,0.708809543,-0.197620822,0.779284653,0.410363387,0.222080627,0.548993435,0.12844321,-0.015347353,0.191114272,0.027046103
20200803_0949_blob_704_,-0.435832362,0.754663235,-0.349176975,-0.016151027,0.097617968,-0.048281448,0.705859787,-0.350704841,0.833148111,0.467583786,0.186980766,0.527111859,0.154565295,0.242792419,0.354506389,0.090716312
20200803_0949_blob_707_,-0.163932446,0.140796079,-0.114708645,0.417687729,-0.143152644,0.45542943,0.042704451,-0.177770992,0.051435591,-0.050622391,0.362414746,-0.029734622,0.480647419,-0.009753606,0.157131039,-0.055723192
20200803_0949_blob_708_,0.277271486,-0.66468956,0.207805055,-0.530508997,-0.064206571,-0.449630985,-0.378115627,0.04424891,-0.449983601,-0.276164023,-0.512141223,-0.268159286,-0.51951411,-0.490139681,-0.64577935,-0.067582645
20200803_0949_blob_709_oil,-0.526890474,0.118585552,-0.358618763,0.086048868,-0.192856765,0.168733898,0.083463125,-0.683225195,0.146314852,-0.121243406,0.22961666,-0.09700714,0.234029616,0.120065752,0.31294658,-0.211704348
20200803_0949_blob_715_oil,-0.527126222,0.853592619,-0.417853308,0.221107805,-0.079292681,0.457250217,0.51996526,-0.46112567,0.691812077,0.319041011,0.366967113,0.2718731,0.616137432,0.551133677,0.696016949,-0.000644507
20200803_0949_blob_724_,-0.753441773,0.866367854,-0.624400624,-0.060810598,0.281589795,0.209874167,0.709350328,-0.559862719,0.781985232,0.366226002,0.117420168,0.591507833,0.38632108,0.428799937,0.309728217,0.375724996
20200803_0949_blob_734_oil,-0.40565815,0.793492563,-0.269765856,0.006309635,-0.047722591,-0.041472522,0.713903983,-0.228405157,0.83818227,0.621247376,0.269215277,0.455731049,0.215989464,0.091850829,0.354637637,0.059175552
20200803_0949_blob_735_oil,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509,0.402659811,-0.215243744,0.444518249,0.027145649,-0.140743065,0.445250136,-0.019394669,-0.026046014,-0.085741328,0.023564778
20200803_0949_blob_741_oil,-0.425511652,0.316951443,-0.532551885,0.385337226,-0.016100298,0.356805238,0.022124497,-0.62271783,0.137493874,-0.274751857,0.345028224,-0.066963291,0.27176038,0.408009394,0.498022612,0.111281664
20200803_0949_blob_745_,-0.635076711,0.778152237,-0.618288967,0.257534906,0.400006748,0.419652296,0.539624486,-0.308251078,0.530145765,0.214840708,0.28741383,0.537543962,0.496148292,0.453361746,0.412855865,0.592982602
20200803_0949_blob_746_,-0.218898347,0.721486107,-0.382534243,-0.193865324,0.041217461,0.022462223,0.613251608,-0.077550292,0.723991797,0.398530875,0.049014261,0.448863467,0.257326873,0.286556563,0.262378797,0.09093595
20200803_0949_blob_750_,-0.037315897,-0.119811344,0.227324213,-0.046226072,0.293421647,-0.107665456,-0.046914905,0.104593821,-0.107658692,0.16345686,-0.15488746,0.05947121,-0.169760505,-0.140975777,-0.354523599,-0.205126495
20200803_0949_blob_753_oil,-0.4589825,0.757394714,-0.329978672,-0.116350799,0.062253073,0.259212736,0.631529808,-0.382229353,0.748206846,0.431419559,0.096168349,0.455257824,0.493497794,0.249089159,0.335769756,0.03232057
20200803_0949_blob_760_,-0.253721656,0.51064702,-0.15659138,-0.340803065,0.179470211,-0.271539735,0.45216351,-0.168673315,0.531958814,0.384529417,-0.289399558,0.423279152,-0.180098934,-0.178039636,-0.296913889,-0.113708061
20200803_0949_blob_766_,-0.528161614,0.679909596,-0.298632523,-0.087821806,0.507368002,-0.02775827,0.633806271,-0.143267772,0.617967686,0.56812189,0.019960241,0.632552101,0.108476657,0.152532013,-0.031020846,0.399718793
20200803_0949_blob_767_oil,-0.375223497,-0.060173827,-0.054833497,-0.068827293,-0.260322748,0.118589896,-0.133054455,-0.603878015,-0.061609795,-0.18577207,-0.081620576,-0.238226852,0.086765185,0.037249763,0.079338034,-0.453487559
20200803_0949_blob_777_,-0.031074586,0.323642658,-0.235281144,-0.131359512,0.237062207,0.071225256,0.143320208,0.015680999,0.196835357,0.000638374,-0.251824337,0.222916726,0.038911698,0.171216886,-0.129873147,0.153197281
20200803_0949_blob_779_oil,-0.426893006,0.598186986,-0.351061199,0.305166415,-0.045959523,0.530431418,0.17150182,-0.451873398,0.31031361,-0.01000587,0.188070617,0.072730221,0.500442099,0.025696183,0.021569417,-0.227384984
20200803_0949_blob_780_,-0.280264966,0.53111299,-0.252020031,-0.332962901,0.246204947,-0.255395769,0.513697106,-0.227846091,0.588089917,0.26127988,-0.26364225,0.518924453,-0.126093951,0.000473348,-0.125256899,0.094209546
20200803_0949_blob_783_,-0.453885987,0.795376391,-0.30232327,0.187688275,-0.113742663,0.21322377,0.646554943,-0.312133334,0.779962835,0.549969529,0.421037539,0.358943793,0.444457954,0.259673718,0.557614615,0.001616466
20200803_0949_blob_786_,-0.250826605,0.121290109,-0.116064697,-0.479359238,0.822068062,-0.238460878,0.354808611,0.176345374,0.147540064,0.349473308,-0.464739162,0.640752335,-0.191726119,0.052183033,-0.416060771,0.795793822
20200803_0949_blob_788_oil,-0.458894906,0.745642618,-0.315251604,0.086123478,-0.008585541,0.221497711,0.587350084,-0.386659782,0.730767355,0.476980463,0.280071653,0.352787115,0.387993668,0.420145564,0.469724622,0.100324176
20200803_0949_blob_793_,-0.410765079,0.589858043,-0.408392308,0.063666804,0.08945534,0.393320191,0.431354616,-0.454736214,0.555970477,0.086629556,0.235357647,0.298377342,0.536843417,0.558552281,0.559735516,0.043853887
20200803_0949_blob_794_,-0.286844361,0.65961632,-0.663530449,0.134701103,0.389051009,0.17185362,0.526805757,-0.096186604,0.530945721,0.129661664,0.217643166,0.554363197,0.272930233,0.318743411,0.391950251,0.362873485
20200803_0949_blob_796_,-0.412612367,0.626055732,-0.343596886,-0.379066059,0.401706291,0.015578094,0.644204807,-0.054817561,0.624142973,0.516415119,-0.226845879,0.63986437,0.16508422,0.47065753,0.073406011,0.358696044
20200803_0949_blob_800_,-0.276183239,0.395718219,-0.235306593,-0.17570088,0.339188317,-0.056237841,0.553787955,0.234384067,0.423069938,0.515345104,-0.068484703,0.581202083,0.083374163,0.309335448,-0.05799204,0.477371654
20200803_0949_blob_805_,0.28237741,-0.23222564,0.014316125,-0.479131905,0.594419406,-0.398227507,-0.063441649,0.306643834,-0.162916468,-0.034205408,-0.583280763,0.242722758,-0.496975395,-0.285991906,-0.686675763,0.288896365
20200803_0949_blob_814_,-0.349359388,0.265926351,-0.351063253,-0.360533278,0.786571354,-0.106396806,0.39334409,-0.025009045,0.221924322,0.206231465,-0.345329177,0.665574061,-0.072646065,0.139843981,-0.229724549,0.822788186
20200803_0949_blob_816_,-0.367889173,0.686869969,-0.221005642,-0.09303933,0.037322121,-0.096479555,0.668522372,-0.227596941,0.766835723,0.588329516,0.111527964,0.481656267,0.120002535,0.020979836,0.126058442,0.094798549
20200803_0949_blob_822_,-0.094282433,0.072261577,0.188737098,-0.098211952,0.176127539,-0.145332527,0.051861336,-0.10768529,0.095695336,0.189547975,-0.155721385,0.076417023,-0.147470755,-0.233574186,-0.364139537,-0.294350328
20200803_0949_blob_829_,-0.210455341,0.478789624,-0.439382689,0.096046249,0.477709731,0.304735175,0.319964698,-0.145430888,0.356818361,0.055188304,0.117341169,0.384312785,0.35278145,0.264737834,0.018404258,0.324011604
20200803_0949_blob_831_,-0.167011598,0.401785866,-0.366280601,-0.013400912,0.492582616,0.249105131,0.327678316,-0.064062776,0.334045543,0.149552195,0.023140803,0.401575353,0.29539937,0.21491715,0.009276863,0.428163638
20200803_0949_blob_835_,0.254715281,0.280750762,-0.29393906,0.175694448,-0.305079426,0.217758668,0.012002323,-0.114165184,0.226684148,-0.208162893,0.175489652,-0.133910023,0.219627109,0.221239313,0.479832866,-0.230793981
20200803_0949_blob_844_oil,0.032243473,-0.177215817,0.237087878,-0.187003564,0.33296628,-0.261277171,-0.031054946,0.121480513,-0.089159006,0.093188068,-0.236482585,0.101943656,-0.280567283,0.048104689,-0.278803587,-0.002812365
20200803_0949_blob_856_,-0.403918787,0.795931978,-0.292135468,-0.18027046,0.05097745,-0.079517087,0.699827005,-0.254697119,0.829696658,0.56133975,0.073613796,0.49700139,0.16642851,0.149028369,0.178354963,0.088066377
20200803_0949_blob_861_,-0.164882732,0.286283995,-0.103426378,-0.659666115,0.140873955,-0.444823432,0.542226717,-0.068828888,0.539016037,0.520468865,-0.38206529,0.485111705,-0.233304833,-0.264292069,-0.353251058,0.257262623
20200803_0949_blob_863_,-0.249527026,0.504347812,-0.148862378,-0.337997026,0.173384487,-0.269947568,0.443762816,-0.163184372,0.523133056,0.388802664,-0.288258749,0.412941309,-0.181858434,-0.062420791,-0.207287064,0.025070306
20200803_0949_blob_869_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509,0.402659811,-0.215243744,0.444518249,0.027145649,-0.140743065,0.445250136,-0.019394669,-0.026046014,-0.085741328,0.023564778
20200803_0949_blob_871_,-0.230824586,0.267019408,-0.252447118,0.005220955,0.256994301,0.084876224,0.37708229,0.019456948,0.289692796,0.145618146,0.017031079,0.441846356,0.182764818,0.058108906,-0.125533757,0.190857325
20200803_0949_blob_885_oil,-0.312720245,0.545912495,-0.230206766,-0.12884956,0.123087945,-0.06184827,0.459046343,-0.247129116,0.536757373,0.290109278,-0.096835546,0.410291454,0.047774895,0.043961723,0.060282891,0.036504028
20200803_0949_blob_888_oil,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509,0.402659811,-0.215243744,0.444518249,0.027145649,-0.140743065,0.445250136,-0.019394669,-0.026046014,-0.085741328,0.023564778
20200803_0949_blob_893_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509,0.402659811,-0.215243744,0.444518249,0.027145649,-0.140743065,0.445250136,-0.019394669,0.070880677,0.21342935,-0.091113234
20200803_0949_blob_896_,-0.134149376,-0.09730445,0.05047137,-0.235835418,0.243340699,-0.260794912,0.003885941,-0.257258287,0.018768387,-0.096850813,-0.253089868,0.094683816,-0.251506855,-0.088720006,-0.259313167,-0.189490578
20200803_0949_blob_900_,-0.12495969,0.062477762,0.142464179,0.178394832,0.116400172,0.398654737,0.014281339,-0.123995519,0.004430943,0.046472559,0.174571006,0.035103891,0.418064032,0.083375094,0.07596225,0.144094267
20200803_0949_blob_901_,-0.067801795,0.082888395,0.20591453,-0.252665273,0.221264456,-0.301570247,0.080551271,-0.063376355,0.129258193,0.251792687,-0.287747644,0.117686782,-0.304946334,-0.215625834,-0.380106376,-0.257303091
20200803_0949_blob_904_,-0.343156523,0.573608865,-0.276398098,-0.395906183,0.222934013,0.103511489,0.401704491,-0.333857582,0.500178531,0.192252543,-0.334649953,0.395767433,0.212318035,0.245691231,-0.028556918,0.113524292
20200803_0949_blob_905_,-0.444585559,0.710862042,-0.332121679,-0.106471202,0.092455484,0.243977185,0.488476126,-0.422382492,0.638319493,0.341135737,0.036797961,0.332871035,0.362427794,0.538470925,0.448128946,0.121955197
20200803_0949_blob_911_,-0.149379465,0.19202536,-0.216219756,-0.347411324,0.480130624,-0.274663848,0.447954961,0.250474622,0.295310966,0.266985042,-0.290879158,0.607840756,-0.177145965,-0.152756569,-0.478843595,0.273751521
20200803_0949_blob_914_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509,0.402659811,-0.215243744,0.444518249,0.027145649,-0.140743065,0.445250136,-0.019394669,-0.026046014,-0.085741328,0.023564778
20200803_0949_blob_920_,0.477825032,-0.302615563,0.622528278,-0.56459102,0.176770235,-0.700868175,-0.041661427,0.572990024,-0.10518278,0.333427806,-0.615062362,0.124686861,-0.717143096,-0.550368002,-0.805084412,0.078474237
20200803_0949_blob_928_,-0.293697938,0.558898282,-0.299182522,-0.125103013,0.133337007,-0.168732264,0.68076512,-0.210992578,0.748826977,0.351742775,0.158371737,0.554718337,0.104355686,-0.018250497,0.143915491,0.027622508
20200803_0949_blob_929_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509,0.402659811,-0.215243744,0.444518249,0.027145649,-0.140743065,0.445250136,-0.019394669,-0.026046014,-0.085741328,0.023564778
20200803_0949_blob_932_,-0.21673197,0.349707382,-0.288368373,-0.289297032,0.362962208,-0.2163274,0.47579944,-0.064644908,0.44812874,0.123757289,-0.218308823,0.569686435,-0.083152389,0.018631218,-0.19490865,0.14941892
20200803_0949_blob_940_oil,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509,0.402659811,-0.215243744,0.444518249,0.027145649,-0.140743065,0.445250136,-0.019394669,-0.026046014,-0.085741328,0.023564778
20200803_0949_blob_942_oil,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509,0.402659811,-0.215243744,0.444518249,0.027145649,-0.140743065,0.445250136,-0.019394669,-0.026046014,-0.085741328,0.023564778
20200803_0949_blob_943_oil,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509,0.402659811,-0.215243744,0.444518249,0.027145649,-0.140743065,0.445250136,-0.019394669,-0.026046014,-0.085741328,0.023564778
20200803_0949_blob_947_,-0.648559308,0.573987995,-0.850236423,0.066368146,0.325797585,0.119230814,0.569358272,-0.564725873,0.56737674,0.033732698,0.284964639,0.515515509,0.276639934,0.135137441,0.191801223,0.408999012
20200803_0949_blob_952_,0.108812022,0.299642628,-0.167634331,-0.368289597,0.072874565,-0.327937788,0.251896644,-0.050938777,0.37283666,0.088416942,-0.362568784,0.262827114,-0.284142687,-0.251851284,-0.229815102,-0.203468017
20200803_0949_blob_954_,-0.343226528,0.520540165,-0.357737517,0.178013733,0.076569323,0.101635244,0.461364154,-0.355059796,0.569823327,0.143852236,0.320454415,0.330567991,0.218849523,0.407381919,0.542320313,0.033574632
20200803_0949_blob_957_,-0.271734401,0.535105882,-0.195997317,-0.3494328,0.209374995,-0.274873635,0.489357068,-0.195509573,0.569896459,0.353324203,-0.28989236,0.471711245,-0.166815042,0.015786278,-0.127204451,0.119427216
20200803_0949_blob_958_,0.328354539,-0.094019567,0.501942963,-0.256410265,-0.25616395,-0.332605824,0.037734412,0.355661676,0.05531173,0.206318202,-0.241218309,0.015865857,-0.265509647,-0.353015902,-0.348178981,0.031431003
20200803_0949_blob_960_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509,0.402659811,-0.215243744,0.444518249,0.027145649,-0.140743065,0.445250136,-0.019394669,-0.026046014,-0.085741328,0.023564778
20200803_0949_blob_961_oil,0.277236454,-0.029294146,-0.15698413,-0.22988628,-0.068051408,0.336513473,-0.221031622,-0.085859809,-0.112228718,-0.418714662,-0.271379715,-0.174453716,0.300904979,0.157174868,-0.000458194,-0.125260132
20200803_0949_blob_966_,-0.266596918,0.528766532,-0.183231145,-0.347811708,0.199919241,-0.274783422,0.47847405,-0.18705327,0.559066852,0.365382484,-0.290834276,0.456905482,-0.172011064,0.018370185,-0.125956509,0.122505909
20200803_0949_blob_978_,-0.27096574,0.534211592,-0.193957281,-0.349261776,0.207881377,-0.274933398,0.487705371,-0.194176069,0.568275364,0.355397164,-0.290125429,0.469411571,-0.16771225,-0.212481783,-0.250162043,-0.187210253
20200803_0949_blob_980_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509,0.402659811,-0.215243744,0.444518249,0.027145649,-0.140743065,0.445250136,-0.019394669,-0.026046014,-0.085741328,0.023564778
20200803_0949_blob_981_,0.19164246,-0.213234136,0.311419965,0.141114204,-0.449885996,0.088704863,-0.357154299,0.149773004,-0.325590149,-0.148930968,-0.108184944,-0.395037713,-0.065945435,0.025217268,0.079282875,-0.202546843
20200803_0949_blob_982_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509,0.402659811,-0.215243744,0.444518249,0.027145649,-0.140743065,0.445250136,-0.019394669,-0.026046014,-0.085741328,0.023564778
20200803_0949_blob_988_oil,0.225329435,0.094720286,-0.205931439,-0.229994132,0.058227452,-0.211777816,0.113527016,-0.031367742,0.202663904,-0.225572785,-0.231557976,0.175803557,-0.170652442,-0.163143023,-0.15574221,-0.112726757
20200803_0949_blob_990_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509,0.402659811,-0.215243744,0.444518249,0.027145649,-0.140743065,0.445250136,-0.019394669,-0.026046014,-0.085741328,0.023564778
20200803_0949_blob_993_,-0.248437214,0.502688791,-0.146908064,-0.337238401,0.17183597,-0.269503602,0.441589901,-0.161786529,0.520840351,0.389801705,-0.287924241,0.410290359,-0.182266022,0.024735637,-0.120505984,0.128316973
20200803_0949_blob_995_,-0.275395166,0.538960493,-0.206683171,-0.349713513,0.217076981,-0.274042239,0.497397961,-0.202370071,0.577622851,0.341445336,-0.288094675,0.483293875,-0.161648034,0.013443996,-0.127909209,0.116318144
20200803_0949_blob_998_,-0.316664598,0.496162813,-0.263996626,-0.096066687,0.183982997,-0.03770799,0.289119089,-0.33561955,0.403215113,0.126156808,-0.177152566,0.28862122,-0.072301777,0.395766529,0.116745346,0.123505045
20200803_1535_blob_1000_,0.191652351,-0.608238453,0.430772268,-0.25771239,-0.343797242,-0.308193978,-0.344489842,-0.003461305,-0.381359395,-0.095573584,-0.190096774,-0.390292527,-0.322161975,-0.36455546,-0.158517562,-0.314127664
20200803_1535_blob_1001_,0.13915703,-0.462674643,0.259966462,-0.693634103,0.139372088,-0.704184687,-0.118190315,0.157234576,-0.232125879,0.066153949,-0.659820896,0.029341899,-0.746488559,-0.350285313,-0.642939592,0.155309213
20200803_1535_blob_1003_,0.201267082,-0.674419582,0.326384462,-0.188902525,-0.345194461,-0.309472835,-0.530591855,-0.098722349,-0.538383426,-0.347483074,-0.253139076,-0.529331816,-0.431098248,-0.467176878,-0.459361115,-0.433269705
20200803_1535_blob_1004_,0.710623276,-0.558413239,0.541270072,-0.387835355,-0.000966964,-0.511341554,-0.235335863,0.8144472,-0.385433677,0.094475146,-0.433604497,-0.051566919,-0.568144406,-0.552199702,-0.682076973,0.182017755
20200803_1535_blob_1005_,0.364668002,-0.80042745,0.514394669,-0.530010162,0.254427606,-0.4912852,-0.461558694,0.312692008,-0.62210007,-0.114269037,-0.631694996,-0.199569446,-0.640101754,-0.388695361,-0.789090335,0.097117209
20200803_1535_blob_1007_,0.311356282,-0.284513646,0.37405656,-0.595572099,-0.123792974,-0.633955107,-0.130863006,0.149057738,-0.089989799,0.118545532,-0.643402762,-0.093733377,-0.684644548,-0.50387677,-0.695126862,-0.291796995
20200803_1535_blob_1011_,0.454598664,-0.6260062,0.442715123,-0.284515089,-0.023205912,-0.254730492,-0.425193347,0.523435516,-0.581328691,-0.125681947,-0.421704342,-0.240548281,-0.350874462,-0.462783463,-0.517514294,-0.036729245
20200803_1535_blob_1012_,0.500465308,-0.73264124,0.211734063,-0.355422475,-0.187991988,-0.296327067,-0.670006251,0.067903962,-0.669979057,-0.584121984,-0.581444618,-0.503959314,-0.5374169,-0.235129169,-0.321466284,-0.174845312
20200803_1535_blob_1013_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13112821,-0.170004357,-0.128586123
20200803_1535_blob_1014_,0.004636445,-0.281301289,0.137351909,-0.183215274,0.547296546,-0.273228889,-0.090461107,0.081164731,-0.227817663,-0.002845805,-0.212660815,0.152703149,-0.318579414,-0.408733693,-0.490683058,0.308460115
20200803_1535_blob_1016_,0.131929998,-0.041610425,0.164487341,-0.598221853,-0.050905447,-0.450696607,0.023525918,-0.038828543,0.096134441,0.049841388,-0.636756252,0.065905316,-0.464684985,-0.206667867,-0.478376154,-0.211548234
20200803_1535_blob_1017_,0.290651048,-0.6617926,0.363350711,-0.687483795,0.280841437,-0.614477373,-0.320005056,0.280576518,-0.475594052,-0.016079997,-0.755755124,-0.070426921,-0.734975569,-0.487921137,-0.879699103,0.173820301
20200803_1535_blob_1018_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20200803_1535_blob_1019_oil,0.915753964,-0.660426024,0.607092009,-0.209861148,-0.563398677,-0.344013829,-0.562017205,0.557064578,-0.504680078,-0.236104835,-0.313645292,-0.566276635,-0.465444169,-0.435456758,-0.341814746,-0.398050002
20200803_1535_blob_1022_,0.273222184,-0.510820695,0.368256687,-0.35149331,0.359194756,-0.453989314,-0.108246051,0.465200257,-0.319850499,0.223499039,-0.308723594,0.096214238,-0.479818481,-0.469944675,-0.658526104,0.418374399
20200803_1535_blob_1023_,0.435547489,-0.733100791,0.533309362,-0.609368017,0.224800364,-0.721781006,-0.337339118,0.471656586,-0.509088806,0.056524478,-0.684374419,-0.089916824,-0.839180499,-0.582022238,-0.899022487,0.136567941
20200803_1535_blob_1024_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20200803_1535_blob_1025_,0.35945122,-0.833935752,0.452737897,-0.499284642,0.122746727,-0.589485305,-0.432056955,0.323108432,-0.609823967,-0.138155287,-0.566655543,-0.209440705,-0.714396229,-0.421732272,-0.694928638,-0.012189257
20200803_1535_blob_1026_,0.103773667,0.126233616,0.128775747,-0.646474191,0.076683634,-0.447282923,0.196955688,-0.025413731,0.286144681,0.231124462,-0.617811117,0.225352535,-0.40044702,-0.300927135,-0.557625058,-0.124072367
20200803_1535_blob_1028_,0.519919445,-0.846016495,0.586158292,-0.37891272,-0.184548836,-0.492117252,-0.567498251,0.330195551,-0.636888478,-0.193466948,-0.486905285,-0.459557472,-0.641617625,-0.484102173,-0.702723716,-0.342275561
20200803_1535_blob_1029_,0.049919191,-0.068916889,0.015193821,-0.474325514,0.605039081,-0.474890333,0.217579613,0.435982713,0.025814523,0.353866981,-0.483454752,0.460327507,-0.483647222,-0.032694023,-0.5392799,0.484518619
20200803_1535_blob_1030_,0.077163495,-0.55496347,0.3210063,-0.260980877,-0.310334355,-0.278319167,-0.374391699,-0.105500235,-0.41030911,-0.184783253,-0.281283433,-0.383910737,-0.355627903,-0.318645727,-0.34236253,-0.338278242
20200803_1535_blob_1031_,0.544384549,-0.852711375,0.636925707,-0.362135036,-0.300296723,-0.488634203,-0.597563151,0.270333763,-0.647688609,-0.232263608,-0.444870402,-0.512125967,-0.624094588,-0.674626066,-0.689086852,-0.217688995
20200803_1535_blob_1033_,0.103846025,-0.313928979,0.183670394,-0.784887802,0.311189381,-0.776448187,0.032256343,0.162847305,-0.073690677,0.153146135,-0.714206464,0.210645237,-0.781187354,-0.340159615,-0.681679553,0.228164188
20200803_1535_blob_1037_,0.57188287,-0.713627263,0.495318745,-0.622415834,0.124201553,-0.727878788,-0.362223063,0.520642445,-0.489561534,0.007876978,-0.710542354,-0.139117233,-0.857081161,-0.479120725,-0.764739519,0.147859122
20200803_1535_blob_1038_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20200803_1535_blob_1039_,0.122466338,-0.523723678,0.064950465,-0.401300868,0.60868257,-0.460107649,-0.176520637,0.200603204,-0.386286642,-0.117050399,-0.449169165,0.150083372,-0.550391581,-0.399485762,-0.706154631,0.422716369
20200803_1535_blob_1040_,0.116963578,-0.551219419,-0.154298728,-0.406479587,0.210121928,-0.373185532,-0.268704267,-0.041020883,-0.397350132,-0.373073725,-0.437560403,-0.066707789,-0.478741841,-0.449448583,-0.616186322,0.081498064
20200803_1535_blob_1041_,-0.233789758,-0.378869828,-0.111494122,-0.206130929,-0.059983968,-0.146465509,-0.253700924,-0.454361985,-0.286031401,-0.330217742,-0.20903924,-0.230009372,-0.219107704,-0.215623914,-0.239184052,-0.272168992
20200803_1535_blob_1042_,0.516004396,-0.733598794,0.529527945,-0.606007732,0.149847539,-0.721644389,-0.383644681,0.461178568,-0.512148142,0.008111391,-0.697026877,-0.158731015,-0.854411099,-0.605626721,-0.876800294,0.090251501
20200803_1535_blob_1043_,0.527205486,-0.837931722,0.539464347,-0.292965694,-0.377245903,-0.401101536,-0.663122954,0.126694588,-0.650909633,-0.356521992,-0.400938083,-0.622986094,-0.561714883,-0.568600022,-0.601668919,-0.41453971
