"","Compound.Name","F1","F2","F3","F4","F5","F6","F7","F8","best_corr","cluster","BlobID","Library.Name","Library.Match.Factor","Library.Reverse.Match.Factor","Compound.Name_ES","Library.Match.Factor_ES","Library.Reverse.Match.Factor_ES","LRI.I","Library.RI_ES","Compound.Name_NISTmain","Library.Match.Factor_NISTmain","Library.Reverse.Match.Factor_NISTmain","Library.RI_NISTmain","Library.Formula_NISTmain","Library.Molecular.Weight_NISTmain","Benzothiazole","Thiol","Library.Reverse.Match.Factor_chamber","Library.RI_chamber","Identifiable","tic"
"139","20200803_1535_blob_1092_",-0.657834684815476,0.803896774441966,-0.386540730492101,0.476311130923439,0.104803863030007,0.904202776807252,-0.198590253949748,0.490163997004643,"F6",NA,1092,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1977.777778,NA,"4-Acetyloxyimino-6,6-dimethyl-3-methylsulfanyl-4,5,6,7-tetrahydro-benzo[c]thiophene-1-carboxylic acid methyl ester",692,709,NA,"C15H19NO4S2",341,NA,NA,NA,NA,NA,1
"140","20200803_1535_blob_1093_",-0.571283841356023,0.537917274389032,-0.164396412655394,0.485245872826413,0.226514431628986,0.620387825320598,-0.205231213035678,-0.0609854611282786,"F6",NA,1093,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1975,NA,"<e4><U+0096>-N-Normethadol",693,695,NA,"C20H27NO",297,NA,NA,NA,NA,NA,1
"141","20200803_1535_blob_1094_",-0.88084083314691,0.931505835480883,-0.140471989077856,0.667327527091753,0.499548379840209,0.671234868391482,-0.0388133609208805,0.0510948926690082,"F2",NA,1094,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2193.89313,NA,"Benzophenone, 5-isopropyl-2-methyl-",649,670,NA,"C17H18O",238,NA,NA,NA,NA,NA,1
"142","20200803_1535_blob_1095_",-0.47902382848656,0.616421294025846,-0.467750815385459,0.545584154079569,-0.178179561237853,0.96214750602308,-0.257082494724165,0.524062534094761,"F6",NA,1095,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1915.277778,NA,"5H-Cyclopropa[3,4]benz[1,2-e]azulen-5-one, 9,9a-bis(acetyloxy)-1,1a,1b,2,4a,7a,7b,8,9,9a-decahydro-2,4a,7b-trihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-, [1aR-(1a<e4><U+0096>,1b??,2??,4a??,7a<e4><U+0096>,7b<e4><U+0096>,8<e4><U+0096>,9??,9a<e4><U+0096>)]-",642,646,NA,"C24H32O9",464,NA,NA,NA,NA,NA,1
"143","20200803_1535_blob_1096_",-0.685124162346849,0.838214190632763,-0.22741404725799,0.670519133836007,0.302620590433741,0.759344234402513,0.0843791983734156,0.27148068591597,"F2",NA,1096,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2047.328244,NA,"Cholesta-4,6-dien-3-ol, (3??)-",664,726,NA,"C27H44O",384,NA,NA,NA,NA,NA,1
"144","20200803_1535_blob_1097_",-0.838757093592953,0.900547255388005,0.0724816642964884,0.433353070461758,0.796658114810785,0.463618536710936,0.0303488986078126,-0.0949434141626966,"F2",NA,1097,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2099.236641,NA,"<e4><U+0096>-N-Normethadol",701,704,NA,"C20H27NO",297,NA,NA,NA,NA,NA,1
"145","20200803_1535_blob_1099_",-0.476037986128497,0.637616817349657,-0.226318380818303,0.611583719584263,0.0470661192683736,0.640232622522048,0.0161759811310096,0.337774754341301,"F6",NA,1099,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2016.793893,NA,"Phorbol",739,739,NA,"C20H28O6",364,NA,NA,NA,NA,NA,1
"146","20200803_1535_blob_11_",-0.324107951288014,0.408099126686895,-0.488684157470548,0.459991010330752,-0.294055278542319,0.920396591271673,-0.34501971493535,0.416716755554591,"F6",6,11,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1970.833333,NA,"Homosalate, TMS derivative",812,837,1998,"C19H30O3Si",334,NA,NA,NA,NA,TRUE,1
"147","20200803_1535_blob_1104_",-0.676956014923678,0.720913633848156,0.238881808136221,0.69629136324807,0.414469304813746,0.56546111107889,-0.0497539213555147,-0.0143050499620036,"F2",NA,1104,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1938.888889,NA,"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",866,914,1923,"C17H24O3",276,NA,NA,NA,NA,TRUE,1
"148","20200803_1535_blob_1105_",-0.763782636710835,0.884053931360402,-0.306818984899281,0.438386010857092,0.296625994303393,0.778079121704866,-0.141026758922955,0.389412488576103,"F2",NA,1105,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2131.29771,NA,"2,6,10,14,18,22-Tetracosahexaene, 2,6,10,15,19,23-hexamethyl-, (all-E)-, didehydro deriv.",751,763,NA,"C30H48",408,NA,NA,NA,NA,NA,1
"149","20200803_1535_blob_1110_",-0.615544369032061,0.757437376162342,-0.184008024836165,0.185525152217734,0.44170488545853,0.481754721705792,-0.015452143684879,0.286309479851574,"F2",NA,1110,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1840.277778,NA,"18-Hydroxy-10-pentyl-11-oxa-1,5-dithia-spiro[5.13]nonadec-15-yn-12-one",645,660,NA,"C21H34O3S2",398,NA,NA,NA,NA,NA,1
"150","20200803_1535_blob_1111_",-0.75272189286383,0.845203826574688,0.147671525883849,0.359268872966746,0.789344015671094,0.286615181358076,0.172787519073741,-0.0413635921470483,"F2",NA,1111,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2093.129771,NA,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",704,751,NA,"C20H24N2O",308,NA,NA,NA,NA,NA,1
"151","20200803_1535_blob_1112_",-0.726713422463651,0.663044724155595,0.365616757830552,0.729062766070072,0.557103036348729,0.346550663389088,-0.0592208259691124,-0.368346920668271,"F4",NA,1112,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2047.328244,NA,"6,7-Dimethylthieno[2,3-b]quinolin-3-ylamine",602,705,NA,"C13H12N2S",228,NA,NA,NA,NA,NA,1
"152","20200803_1535_blob_1118_",-0.289497497452901,0.307120769649489,0.613384130221384,0.276595951400847,0.431570058342491,-0.00683517754452361,0.0213659617474946,-0.220254029400398,"F3",NA,1118,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1856.944444,NA,"Curan-17-oic acid, 19-(acetyloxy)-2,16-didehydro-20-hydroxy-, methyl ester, (19S)-",612,650,NA,"C22H26N2O5",398,NA,NA,NA,NA,NA,1
"153","20200803_1535_blob_1120_",-0.74933013841277,0.838436232104396,-0.283945494809254,0.604340501877124,0.247408507726603,0.778956982734655,-0.173305352999789,0.1924872490779,"F2",NA,1120,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2138.931298,NA,"Octadecanoic acid, 4-hydroxy-, methyl ester",730,743,NA,"C19H38O3",314,NA,NA,NA,NA,NA,1
"154","20200803_1535_blob_1122_",-0.819764266963447,0.883413115829888,-0.374871279729314,0.532546804349165,0.281616883754145,0.829155241037578,-0.206828438527995,0.261976500759653,"F2",NA,1122,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2094.656489,NA,"Dasycarpidan-1-methanol, acetate (ester)",733,757,NA,"C20H26N2O2",326,NA,NA,NA,NA,NA,1
"155","20200803_1535_blob_1123_",-0.817109661223627,0.817371656745439,0.0987605104686646,0.605467883000995,0.653922374252744,0.373715342090699,0.0755680213256903,-0.205263488641293,"F2",NA,1123,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2271.666667,NA,"Benzene, 1,1'-ethylidenebis[4-ethyl-",691,736,NA,"C18H22",238,NA,NA,NA,NA,NA,1
"156","20200803_1535_blob_1124_oil",-0.52053994432978,0.667573771803414,-0.269497708201942,0.555956504148371,0.105608120577913,0.836300732161026,-0.162166305913077,0.285303745487777,"F6",NA,1124,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2784.466019,NA,"2,2-Dimethyl-6-methylene-1-[3,5-dihydroxy-1-pentenyl]cyclohexan-1-perhydrol",629,760,NA,"C14H24O4",256,NA,NA,NA,NA,NA,1
"157","20200803_1535_blob_1125_",-0.842848213956503,0.93963358518373,-0.278054760398701,0.57771994871107,0.355183378556873,0.792979990405261,-0.116009964092306,0.267922722499548,"F2",NA,1125,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2125.19084,NA,"5,8,11,14-Eicosatetraynoic acid",711,728,NA,"C20H24O2",296,NA,NA,NA,NA,NA,1
"158","20200803_1535_blob_1130_",-0.682529723724453,0.81247322966073,-0.118034450913979,0.492938657253342,0.359979423973957,0.543447303668231,0.0580999495503323,0.284707876189762,"F2",NA,1130,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2283.333333,NA,"Azuleno[4,5-b]furan-2(3H)-one, 9a-[(acetyloxy)methyl]decahydro-6a,9-dihydroxy-6-methyl-3-methylene-, [3aS-(3a<e4><U+0096>,6??,6a<e4><U+0096>,9??,9a??,9b<e4><U+0096>)]-",615,643,NA,"C17H24O6",324,NA,NA,NA,NA,NA,1
"159","20200803_1535_blob_1131_",-0.795877384170311,0.87340138292409,-0.091482833671413,0.382283700445565,0.511944038897514,0.580467388369128,-0.0366900658461186,0.225006757319668,"F2",NA,1131,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1876.388889,NA,"Acetate, (2,5,5,8a-tetramethyl-3,4,4a,5,6,7,8,8a-octahydro-1-naphthalenyl) ester",709,756,NA,"C16H26O2",250,NA,NA,NA,NA,NA,1
"160","20200803_1535_blob_1134_",-0.789643159787501,0.933630578489613,-0.247381171395431,0.448287445581572,0.438931265730995,0.733282947447697,-0.0601123429667511,0.351546942468746,"F2",NA,1134,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2213.333333,NA,"Methyl (1-O-retinyl-2,3,4-triacetyl-??-D-glucopyran)uronate",646,653,NA,"C33H46O10",602,NA,NA,NA,NA,NA,1
"161","20200803_1535_blob_1136_",-0.600939829953079,0.715029102508682,0.0877935929914241,0.0816854010248628,0.731809636333032,0.318702778170263,0.0590039462701757,0.0785199941183238,"F5",NA,1136,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2186.259542,NA,"2-[4-methyl-6-(2,6,6-trimethylcyclohex-1-enyl)hexa-1,3,5-trienyl]cyclohex-1-en-1-carboxaldehyde",749,753,NA,"C23H32O",324,NA,NA,NA,NA,NA,1
"162","20200803_1535_blob_1139_",-0.813485194812468,0.822293211438703,0.176701897633165,0.49110263855294,0.787055091543664,0.252868709173916,0.136313878044444,-0.244108302584915,"F2",NA,1139,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2100.763359,NA,"1,4,7-Trimethyl-2-azafluorene",698,741,NA,"C15H15N",209,NA,NA,NA,NA,NA,1
"163","20200803_1535_blob_1140_",-0.83242004556599,0.926142813231709,-0.229010307714643,0.568959234270574,0.394652926515694,0.771805586288556,-0.144105466891446,0.245081933750819,"F2",NA,1140,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1698.734177,NA,"[(4-Hexylbenzene-1,3-diyl)bis(oxy)]bis(trimethylsilane)",585,719,NA,"C18H34O2Si2",338,NA,NA,NA,NA,NA,1
"164","20200803_1535_blob_1141_",-0.741219042288338,0.818402712422206,-0.116616222116871,0.690559820579739,0.410040476136012,0.732801910003855,-0.0207004566502866,0.0863122797664096,"F2",NA,1141,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2027.480916,NA,"Azuleno[4,5-b]furan-2(3H)-one, 9a-[(acetyloxy)methyl]decahydro-6a,9-dihydroxy-6-methyl-3-methylene-, [3aS-(3a<e4><U+0096>,6??,6a<e4><U+0096>,9??,9a??,9b<e4><U+0096>)]-",674,698,NA,"C17H24O6",324,NA,NA,NA,NA,NA,1
"165","20200803_1535_blob_1145_oil",-0.588241595727056,0.74454380935669,-0.442505997031453,0.518858686860046,-0.0112332254531107,0.930542724289901,-0.180323688122909,0.562926388403415,"F6",NA,1145,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2818.556701,NA,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",741,787,NA,"C30H52O2",444,NA,NA,NA,NA,NA,1
"166","20200803_1535_blob_1148_oil",-0.67584280280472,0.794436633431163,-0.390866018356213,0.378583458276688,0.151170351061184,0.704179694509925,-0.121309257788517,0.47632140677162,"F2",NA,1148,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2826.804124,NA,"4,8,13-Cyclotetradecatriene-1,3-diol, 1,5,9-trimethyl-12-(1-methylethyl)-",743,811,NA,"C20H34O2",306,NA,NA,NA,NA,NA,1
"167","20200803_1535_blob_1149_",-0.868482581682681,0.951300838718986,-0.0905309815927818,0.44918454455896,0.67512984262347,0.540516805489174,0.00766753965154206,0.0422826450914818,"F2",NA,1149,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2123.664122,NA,"Ethyl 1-(8-dimethylamino-1-naphthyl)-1H-1,2,3-triazole-5-carboxylate",669,690,NA,"C17H18N4O2",310,NA,NA,NA,NA,NA,1
"168","20200803_1535_blob_1150_",-0.692760372474176,0.854366498589233,-0.326906192047366,0.452547142504835,0.25645373787221,0.860974695812016,-0.138770842072457,0.451000872894405,"F6",NA,1150,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2122.137405,NA,"6,6-Dimethylbicyclo[3.1.1]hept-2-eno[2,3-a]naphthalen-4'-amine, N,N-dimethyl-",648,663,NA,"C19H23N",265,NA,NA,NA,NA,NA,1
"169","20200803_1535_blob_1153_",-0.823550206870052,0.853776558527616,0.046327130322036,0.381224749979028,0.694778274791314,0.283243127823716,0.101526419976788,-0.0449500348304312,"F2",NA,1153,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2250,NA,"Benzene, 1,1'-(2,2-dichloroethylidene)bis[4-ethyl-",661,710,2224,"C18H20Cl2",306,NA,NA,NA,NA,NA,1
"170","20200803_1535_blob_1154_",-0.69398503496231,0.768769691301971,-0.194052178827108,0.285648630631324,0.472378596023482,0.40395202587325,0.020976541854202,0.190577667225868,"F2",NA,1154,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2029.007634,NA,"<e4><U+0096>-N-Normethadol",668,683,NA,"C20H27NO",297,NA,NA,NA,NA,NA,1
"171","20200803_1535_blob_1157_",-0.395890942580151,0.542588323811642,-0.156579028958647,0.545004309504609,-0.109790630342714,0.731334140698258,-0.14104784488729,0.423648629813104,"F6",NA,1157,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2004.580153,NA,"Cycloisolongifolene, 8-chloro-8,9-dehydro-",614,693,NA,"C15H21Cl",236,NA,NA,NA,NA,NA,1
"172","20200803_1535_blob_116_",-0.635289603915806,0.757682904698673,-0.461526416605516,0.545710623530192,0.0459815989651206,0.974473760903037,-0.239052051145316,0.437180975145326,"F6",NA,116,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1789.873418,NA,"1-Tetradecanol, TMS derivative",892,909,1756,"C17H38OSi",286,NA,NA,NA,NA,TRUE,1
"173","20200803_1535_blob_1160_",-0.702921931664481,0.778718916231352,-0.135871783848462,0.247649223180185,0.461106517385658,0.404149272761211,0.0170058680058767,0.234449540810218,"F2",NA,1160,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2012.21374,NA,"10,12,14-Nonacosatriynoic acid",691,696,NA,"C29H46O2",426,NA,NA,NA,NA,NA,1
"174","20200803_1535_blob_1162_",-0.777586656482318,0.837203226742456,0.0034009900848288,0.178295084908825,0.797806484928893,0.266155415857426,0.0715394865508601,-0.011596051479956,"F2",NA,1162,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1775.949367,NA,"Tridecanoic acid, TMS derivative",603,777,1750,"C16H34O2Si",286,NA,NA,NA,NA,NA,1
"175","20200803_1535_blob_1163_",-0.742888192634148,0.83290324469648,-0.138135455904177,0.675161408359295,0.372303838641182,0.709240963784434,-0.0305324147868853,0.115452615337761,"F2",NA,1163,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1884.722222,NA,"1,3-Xylyl-18-crown-5, 2-(9-borabicyclo[3.3.1]non-9-yl)-",634,646,NA,"C24H37BO5",416,NA,NA,NA,NA,NA,1
"176","20200803_1535_blob_1164_",-0.782068856426818,0.847086235815364,-0.240828933328419,0.673515785564071,0.28791003704493,0.668468000493077,-0.095527809058269,0.11863136284381,"F2",NA,1164,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1601.265823,NA,"1-Oxaspiro[2.5]octane, 5,5-dimethyl-4-(3-methyl-1,3-butadienyl)-",815,821,NA,"C14H22O",206,NA,NA,NA,NA,TRUE,1
"177","20200803_1535_blob_1166_",-0.727410096043897,0.829439437875473,-0.124870217569809,0.205828241083364,0.595901433532614,0.403114163655515,0.030558280034685,0.188489021089895,"F2",NA,1166,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2039.694656,NA,"<e4><U+0096>-N-Normethadol",690,694,NA,"C20H27NO",297,NA,NA,NA,NA,NA,1
"178","20200803_1535_blob_1168_",-0.763258413339689,0.739048129274287,0.189274899445513,0.553512713440204,0.700463220529614,0.253754552120903,0.118634589519707,-0.289102699255445,"F2",NA,1168,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2125.19084,NA,"2-Propenoic acid, 2-[(3,3a,4,5,6,6a-hexahydro-3-oxo-2-phenyl-4,6-methanopentalen-6a-yl)oxy]-, methyl ester",664,730,NA,"C19H18O4",310,NA,NA,NA,NA,NA,1
"179","20200803_1535_blob_1172_",-0.602319618466634,0.552622552826117,0.482431289892336,0.230357634798921,0.941874340250984,-0.130501077640936,0.152781685926256,-0.502737512232281,"F5",NA,1172,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1784.810127,NA,"Isophthalic acid, 2TMS derivative",712,765,1748,"C14H22O4Si2",310,NA,NA,NA,NA,NA,1
"180","20200803_1535_blob_1174_",-0.634955044799518,0.537391427216754,0.109881299843998,0.802757618345917,0.121752365536689,0.550563604017443,-0.214674964112755,-0.0783356547551356,"F4",4,1174,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1447.457627,NA,"1H-Isoindole-1,3(2H)-dione, 2-methyl-",871,876,1425,"C9H7NO2",161,NA,NA,NA,NA,TRUE,1
"181","20200803_1535_blob_1177_",-0.483029908372494,0.56140248342707,-0.533823091975705,0.403737164774119,-0.143939690075677,0.938149266810818,-0.36549055717769,0.43929779608302,"F6",NA,1177,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1744.303797,NA,"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",632,671,NA,"C14H44O6Si7",504,NA,NA,NA,NA,NA,1
"182","20200803_1535_blob_1178_",-0.780560572015247,0.891948713489814,-0.256343508174076,0.587490794004406,0.357406606673684,0.86025232515351,-0.111019575726633,0.251975406056179,"F2",NA,1178,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1781.012658,NA,"tert-Hexadecanethiol",714,727,NA,"C16H34S",258,NA,TRUE,NA,NA,NA,1
"183","20200803_1535_blob_1184_",-0.640270443417181,0.779129488163555,-0.0207146864747223,0.0750139160969814,0.678463951773852,0.320723044067038,0.0820857848820049,0.20468742525736,"F2",NA,1184,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1902.777778,NA,"10,12,14-Nonacosatriynoic acid",674,676,NA,"C29H46O2",426,NA,NA,NA,NA,NA,1
"184","20200803_1535_blob_1188_",-0.83125940802091,0.934086801677571,-0.210289677166431,0.483282914496899,0.448862997878551,0.745739732004209,-0.0869284832552343,0.265988079964135,"F2",NA,1188,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2263.333333,NA,"Fluprednisolone",658,660,NA,"C21H27FO5",378,NA,NA,NA,NA,NA,1
"185","20200803_1535_blob_1190_",-0.695046487067255,0.844658958786079,-0.353453692926381,0.36426517792196,0.276740020830723,0.844749604420098,-0.177951406257566,0.437477569787514,"F6",NA,1190,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1981.944444,NA,"<e4><U+0096>-N-Normethadol",705,710,NA,"C20H27NO",297,NA,NA,NA,NA,NA,1
"186","20200803_1535_blob_1192_",-0.81888635736017,0.841975813877086,0.157934400715165,0.551036760312882,0.773837502725983,0.331120644063964,0.121937773005698,-0.227190866884786,"F2",NA,1192,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2030.534351,NA,"Naphthalene, 1,2,3-trimethyl-4-propenyl-, (E)-",652,726,NA,"C16H18",210,NA,NA,NA,NA,NA,1
"187","20200803_1535_blob_1193_",-0.75963951872426,0.702454770447235,-0.0331875372184872,0.535035490977152,0.515398303233572,0.261265796181746,0.033849931538892,-0.245905215561994,"F2",NA,1193,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1639.240506,NA,"10-t-Butyl-10-hydroxytricyclo[4.2.1.1(2,5)]decan-9-one",605,609,NA,"C14H22O2",222,NA,NA,NA,NA,NA,1
"188","20200803_1535_blob_1194_",-0.566651083697214,0.705968463241548,0.0279264959029008,0.350392780601081,0.418701531067156,0.396923527344163,0.13537847495613,0.277798658116221,"F2",NA,1194,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1976.388889,NA,"2-Methyl-cis-7,8-epoxynonadecane",660,673,NA,"C20H40O",296,NA,NA,NA,NA,NA,1
"189","20200803_1535_blob_1195_",-0.730930189463554,0.786727695422214,-0.036184996489582,0.292178826379977,0.664570240874302,0.343499398581262,0.0622482551620097,-0.0501569969860146,"F2",NA,1195,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1948.611111,NA,"<e4><U+0096>-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",719,742,NA,"C13H26BNO6Si",331,NA,NA,NA,NA,NA,1
"190","20200803_1535_blob_1196_",0.025992672489404,0.0576999876665576,-0.348854147428598,0.142300910916443,-0.35332132778463,0.628551399284533,-0.202949340176526,0.398339312391462,"F6",6,1196,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1543.502825,NA,"Butanamide, 3-(2-methylpropinonylhydrazono)-N-ethyl-",583,607,NA,"C10H19N3O2",213,NA,NA,NA,NA,NA,1
"191","20200803_1535_blob_1198_",-0.546053936433632,0.688497029141645,-0.471935441853563,0.51187043352958,-0.104535699897004,0.93216424178457,-0.216664791347436,0.558084658002708,"F6",NA,1198,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2041.221374,NA,"Methyl glycocholate, 3TMS derivative",662,680,NA,"C36H69NO6Si3",695,NA,NA,NA,NA,NA,1
"192","20200803_1535_blob_1203_",-0.791043764720794,0.736517788267313,-0.0493867046410421,0.503740450027006,0.485665758203515,0.509340992877198,-0.249419118742892,-0.132252242827763,"F2",NA,1203,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1692.405063,NA,"1-Ethyl(dimethyl)silyloxytridecane",779,803,NA,"C17H38OSi",286,NA,NA,NA,NA,NA,1
"193","20200803_1535_blob_1205_",-0.60655485917726,0.748831639026796,-0.367686291988346,0.482549099042115,0.0993580309884964,0.861371856470139,-0.180311970449828,0.465066097645517,"F6",NA,1205,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2700.970874,NA,"Octocrylene",735,764,NA,"C24H27NO2",361,NA,NA,NA,NA,NA,1
"194","20200803_1535_blob_1217_",-0.90978795631805,0.944751282172703,-0.130464318147701,0.599826277479115,0.567155645057571,0.618411688941064,-0.0492698523643466,-0.000778807504338417,"F2",NA,1217,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1686.075949,NA,"Benzothiazole, 2-butyl-",796,817,NA,"C11H13NS",191,TRUE,NA,NA,NA,NA,1
"195","20200803_1535_blob_1219_",-0.882134263483289,0.987008864818336,-0.120190186485963,0.538572511065616,0.619591295530049,0.637381022324275,0.0255254241783842,0.138691321597318,"F2",NA,1219,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1830.555556,NA,"Benzene, 1,2,3,4-tetramethyl-4-(1-methylethenyl)-",647,717,NA,"C13H18",174,NA,NA,NA,NA,NA,1
"196","20200803_1535_blob_1239_",-0.821430169467971,0.920605503747624,-0.306550909192738,0.526052722678107,0.381830935746496,0.843400921668985,-0.177388620200661,0.251610320530237,"F2",NA,1239,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1764.556962,NA,"1,4-Benzenediol, 2,6-bis(1,1-dimethylethyl)-",637,680,NA,"C14H22O2",222,NA,NA,NA,NA,NA,1
"197","20200803_1535_blob_1241_",-0.780714949960233,0.856810926684168,-0.0156937594960248,0.374713626117087,0.620262448786436,0.454123472731783,0.013827445946327,0.0282541428579495,"F2",NA,1241,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2094.656489,NA,"Isobenzofuran, 1,3-dihydro-1,1-dimethyl-3-phenyl-",662,813,NA,"C16H16O",224,NA,NA,NA,NA,NA,1
"198","20200803_1535_blob_1243_",-0.779682795415909,0.862799790622574,0.019554780400105,0.510377227497999,0.502111597993866,0.580615931357794,-0.062618308556155,0.157536303297313,"F2",NA,1243,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1769.620253,NA,"cis-Z-<e4><U+0096>-Bisabolene epoxide",701,708,NA,"C15H24O",220,NA,NA,NA,NA,NA,1
"199","20200803_1535_blob_1252_oil",-0.604583590820157,0.724916576907117,-0.480667655941661,0.545342487111944,-0.057430170508725,0.877236987439639,-0.176808649007778,0.526724706875603,"F6",NA,1252,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2876.28866,NA,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",749,835,NA,"C33H56",452,NA,NA,NA,NA,NA,1
"200","20200803_1535_blob_1255_oil",-0.7486638703441,0.853868966258414,-0.30284424207604,0.561626519503336,0.211604872399766,0.822645323080092,-0.136190554918832,0.372977174072534,"F2",NA,1255,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2884.536082,NA,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",740,818,NA,"C33H56",452,NA,NA,NA,NA,NA,1
"201","20200803_1535_blob_1256_",-0.671271233621916,0.828690853317165,-0.340040741641882,0.507092634684667,0.173361372571051,0.893780312752372,-0.138875736348296,0.491226231841834,"F6",NA,1256,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1980.555556,NA,"<e4><U+0096>-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",689,731,NA,"C13H26BNO6Si",331,NA,NA,NA,NA,NA,1
"202","20200803_1535_blob_1257_",-0.678807159199211,0.808638724746386,0.0771868037862011,0.139384320100207,0.785024385100449,0.306321250606776,0.0598313047542796,0.0516339636311981,"F2",NA,1257,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1769.620253,NA,"3-Hydroxy-2,5,5,8a-tetramethyl-3,4,4a,5,6,7,8,8a-octahydronaphthalene-1-carboxylic acid, 2-trimethylsilylethyl ester",634,649,NA,"C20H36O3Si",352,NA,NA,NA,NA,NA,1
"203","20200803_1535_blob_1282_",-0.58744876510442,0.562413842432956,-0.118190374666177,0.143631341833349,0.419946451437524,0.204536059459418,-0.133577713271262,-0.118574632191282,"F2",NA,1282,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2958.762887,NA,"Cholest-5-en-3-ol (3??)-, tetradecanoate",765,793,NA,"C41H72O2",596,NA,NA,NA,NA,NA,1
