,Compound.Name,F1,F2,F3,F4,F5,F6,F7,F8,,best_corr,cluster,BlobID,Library.Name,Library.Match.Factor,Library.Reverse.Match.Factor,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Benzothiazole,Thiol,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,Identifiable,tic
209,20200803_1535_blob_1363_,-0.640904276,0.786294923,-0.094060022,0.242107816,0.724422255,-0.252002745,0.890388426,0.366085186,0.890388426,F7,NA,1363,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1717.721519,NA,"4-Isopropenyl-4,7-dimethyl-1-oxaspiro[2.5]octane",739,780,NA,C12H20O,180,NA,NA,NA,NA,NA,1
210,20200803_1535_blob_1377_,-0.595663275,0.659958249,0.264038082,0.63800327,0.036904276,0.157459658,0.356658408,-0.006316215,0.659958249,F2,NA,1377,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2145.038168,NA,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",685,726,NA,C19H24O2,284,NA,NA,NA,NA,NA,1
211,20200803_1535_blob_1383_,-0.636578527,0.760380415,-0.168707407,0.567964688,0.358496182,-0.057360405,0.642485724,0.31362812,0.760380415,F2,NA,1383,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1593.220339,NA,"p-Hydroxydiisopropylbenzene, TMS derivative",747,762,NA,C15H26OSi,250,NA,NA,NA,NA,NA,1
212,20200803_1535_blob_1405_,-0.87129296,0.969709154,-0.043931314,0.581667651,0.491307248,-0.04509661,0.824062616,0.21035946,0.969709154,F2,NA,1405,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1791.139241,NA,"1(2H)-Naphthalenone, 3,4-dihydro-4,5,6-trimethyl-",674,723,NA,C13H16O,188,NA,NA,NA,NA,NA,1
213,20200803_1535_blob_1421_,-0.582609653,0.654966887,0.011732431,0.114099823,0.657862238,-0.330072734,0.830113378,0.249187888,0.830113378,F7,NA,1421,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1707.594937,NA,<U+008D>?-Dodecalactone,812,860,1678,C12H22O2,198,NA,NA,NA,NA,TRUE,1
214,20200803_1535_blob_143_,0.01571571,0.371469681,-0.391780279,-0.160520077,0.512239978,0.241964839,0.53279431,0.840240415,0.840240415,F8,8,143,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1760.759494,NA,"2H-isoindole-2-acetaldehyde, 1,3-dihydro-1,3-dioxo-",754,880,NA,C10H7NO3,189,NA,NA,NA,NA,NA,1
215,20200803_1535_blob_1431_,-0.772393373,0.813401203,0.215220704,0.892502918,0.056661651,0.128940626,0.43868632,-0.074566756,0.892502918,F4,NA,1431,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1701.265823,NA,2(3H)-Benzothiazolone,702,801,NA,C7H5NOS,151,TRUE,NA,NA,NA,NA,1
216,20200803_1535_blob_1453_,-0.327108092,0.509604804,-0.289927499,-0.051621813,0.686186261,-0.219895058,0.766004907,0.510808604,0.766004907,F7,NA,1453,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2952.57732,NA,"Eicosane, 7-hexyl-",764,789,NA,C26H54,366,NA,NA,NA,NA,NA,1
217,20200803_1535_blob_1469_,-0.209344914,0.42466729,-0.287956068,-0.33635098,0.901011619,-0.227199353,0.802455647,0.616207503,0.901011619,F5,NA,1469,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1580.79096,NA,"Succinic acid, butyl isobutyl ester",762,843,NA,C12H22O4,230,NA,NA,NA,NA,NA,1
218,20200803_1535_blob_1540_,-0.511830577,0.653410799,-0.231172421,0.368655716,0.517529744,-0.078240081,0.681358778,0.379389175,0.681358778,F7,NA,1540,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1677.21519,NA,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester",776,857,1649,C13H22O3,226,NA,NA,NA,NA,NA,1
219,20200803_1535_blob_17_,-0.818288419,0.951289469,-0.106605261,0.48493978,0.662722403,-0.065445201,0.905029712,0.282905235,0.951289469,F2,2,17,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1863.888889,NA,"p-Toluic acid, 2-ethylhexyl ester",883,885,NA,C16H24O2,248,NA,NA,NA,NA,TRUE,1
220,20200803_1535_blob_170_,-0.673941958,0.614139891,0.414600978,0.909532366,-0.189602227,0.256694144,0.153534434,-0.440654843,0.909532366,F4,4,170,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2022.900763,NA,"Benzothiazole, 2-phenyl-",932,941,NA,C13H9NS,211,TRUE,NA,NA,NA,TRUE,1
221,20200803_1535_blob_18_,-0.216492373,0.308281393,-0.200277002,-0.403282575,0.9425484,-0.427726974,0.760070226,0.361865201,0.9425484,F5,5,18,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1873.611111,NA,"2-Pentadecanone, 6,10,14-trimethyl-",895,915,1844,C18H36O,268,NA,NA,NA,NA,TRUE,1
222,20200803_1535_blob_2_,-0.468581205,0.645238954,-0.318050012,-0.112850169,0.935366701,-0.283481339,0.944434275,0.531611288,0.944434275,F7,7,2,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1927.777778,NA,Homosalate,942,942,1904,C16H22O3,262,NA,NA,NA,NA,TRUE,1
223,20200803_1535_blob_205_,-0.856397011,0.820763717,0.318451638,0.924533299,-0.046185027,0.140331994,0.384508489,-0.270801862,0.924533299,F4,4,205,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2154.198473,NA,"9,10-Anthracenedione, 1-methyl-",845,854,NA,C15H10O2,222,NA,NA,NA,NA,TRUE,1
224,20200803_1535_blob_21_,0.62874105,-0.470672756,-0.407245876,-0.150784508,-0.449243585,0.557581655,-0.598057209,0.346596553,0.62874105,F1,1,21,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1526.553672,NA,"5,7-Di-tert-butyl-8-hydroxy-3-methyl-3H-1,4-benzoxathiin-2-one",657,663,NA,C17H24O3S,308,NA,NA,NA,NA,NA,1
225,20200803_1535_blob_23_fb,-0.420103224,0.566070157,0.036970859,0.747115982,-0.052359792,0.259659508,0.177630267,0.082305399,0.747115982,F4,4,23,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1613.924051,NA,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",888,892,1588,C16H30O4,286,NA,NA,NA,NA,TRUE,1
226,20200803_1535_blob_26_,-0.886876706,0.954333899,0.082707215,0.723257416,0.434064899,0.010594691,0.746734134,0.022747421,0.954333899,F2,2,26,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1739.240506,NA,"Benzoic acid, 2-ethylhexyl ester",918,919,1735,C15H22O2,234,NA,NA,NA,NA,TRUE,1
227,20200803_1535_blob_27_,-0.831409474,0.850069407,0.243166556,0.667344705,0.290594588,0.061400432,0.626955267,-0.182326973,0.850069407,F2,NA,27,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1880.555556,NA,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",702,710,NA,C16H50O7Si8,578,NA,NA,NA,NA,NA,1
228,20200803_1535_blob_29_oil,-0.648598259,0.809213198,-0.166022991,0.16037981,0.815049872,-0.195923309,0.969720089,0.406017524,0.969720089,F7,7,29,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2443.243243,NA,"Heptadecane, 2,3-dimethyl-",862,884,NA,C19H40,268,NA,NA,NA,NA,TRUE,1
229,20200803_1535_blob_30_,-0.503310754,0.799000809,-0.433016419,0.401303919,0.374242603,0.284527914,0.633078613,0.628949964,0.799000809,F2,2,30,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1745.56962,NA,"Phthalimide, N-(1-hydroxy-2-propyl)-",805,853,NA,C11H11NO3,205,NA,NA,NA,NA,TRUE,1
230,20200803_1535_blob_31_,-0.921432084,0.922895215,-0.007798413,0.498845897,0.590856232,-0.214581478,0.860780865,0.036985957,0.922895215,F2,2,31,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1806.944444,NA,"1,3,3,5,5-Pentamethylcyclohexanol",658,710,NA,C11H22O,170,NA,NA,NA,NA,NA,1
231,20200803_1535_blob_33_oil,-0.835204444,0.954914541,-0.037476808,0.465091647,0.612300112,-0.085877133,0.906738941,0.203096109,0.954914541,F2,2,33,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2341.666667,NA,"Heptadecane, 2,3-dimethyl-",846,871,NA,C19H40,268,NA,NA,NA,NA,TRUE,1
232,20200803_1535_blob_398_,-0.526223038,0.675266721,-0.25231569,-0.067330197,0.817887438,-0.260058199,0.945119949,0.512670609,0.945119949,F7,7,398,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1555.932203,NA,"2-Butenedioic acid, dibutyl ester",904,912,NA,C12H20O4,228,NA,NA,NA,NA,TRUE,1
233,20200803_1535_blob_43_,-0.775827846,0.75811987,0.355755594,0.955670243,-0.095406638,0.232251226,0.292576245,-0.307506594,0.955670243,F4,4,43,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1554.80226,NA,"Benzothiazole, 2-butyl-",866,866,NA,C11H13NS,191,TRUE,NA,NA,NA,TRUE,1
234,20200803_1535_blob_443_oil,-0.45272023,0.660866998,-0.140020505,-0.039815172,0.730499842,-0.170198833,0.901618316,0.522569771,0.901618316,F7,7,443,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2545.945946,NA,"Heptadecane, 2,3-dimethyl-",860,876,NA,C19H40,268,NA,NA,NA,NA,TRUE,1
235,20200803_1535_blob_469_oil,-0.879386541,0.959072831,-0.028452925,0.531543713,0.482859612,-0.076841118,0.838838749,0.109651574,0.959072831,F2,2,469,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2376.666667,NA,"Heneicosane, 11-(1-ethylpropyl)-",818,823,NA,C26H54,366,NA,NA,NA,NA,TRUE,1
236,20200803_1535_blob_47_,-0.259997559,0.382617491,-0.29026266,-0.250047997,0.980090196,-0.349103533,0.755457014,0.415711148,0.980090196,F5,NA,47,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2010.687023,NA,"Homosalate, TMS derivative",924,927,1998,C19H30O3Si,334,NA,NA,NA,NA,TRUE,1
237,20200803_1535_blob_482_oil,-0.78600559,0.898501019,-0.092375964,0.364019371,0.570957771,-0.041864981,0.873259261,0.251134899,0.898501019,F2,2,482,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2351.666667,NA,Pentyl dotriacontyl ether,813,840,NA,C37H76O,536,NA,NA,NA,NA,TRUE,1
238,20200803_1535_blob_484_oil,-0.75630067,0.788065718,0.017540972,0.707880706,0.11602884,-0.026203964,0.506166666,-0.083159561,0.788065718,F2,NA,484,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2348.333333,NA,"Tetracosane, 11-decyl-",830,831,NA,C34H70,478,NA,NA,NA,NA,TRUE,1
239,20200803_1535_blob_495_oil,-0.866027006,0.940875296,0.023326877,0.528313242,0.606357804,-0.104674006,0.866423649,0.122770403,0.940875296,F2,2,495,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2432.432432,NA,17-Pentatriacontene,829,829,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
240,20200803_1535_blob_5_fb,-0.32908396,0.483974032,-0.306069503,-0.229808567,0.983373309,-0.328267536,0.850058197,0.477994781,0.983373309,F5,5,5,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2054.961832,NA,"Homosalate, TMS derivative",850,912,1998,C19H30O3Si,334,NA,NA,NA,NA,TRUE,1
241,20200803_1535_blob_500_,-0.082884039,-0.038954243,0.632314152,0.331657066,-0.646527721,0.277476476,-0.322342887,-0.516686349,0.632314152,F3,3,500,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2000,NA,"3,7-Dimethoxyphenothiazine",698,712,NA,C14H13NO2S,259,TRUE,NA,NA,NA,NA,1
242,20200803_1535_blob_506_oil,-0.883220353,0.965300502,0.057144781,0.602749285,0.482948872,-0.016872421,0.82072504,0.107527428,0.965300502,F2,2,506,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2386.666667,NA,17-Pentatriacontene,834,834,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
243,20200803_1535_blob_514_oil,-0.770231053,0.880735245,-0.122890588,0.407724052,0.599823427,-0.097905321,0.846716534,0.1662567,0.880735245,F2,2,514,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2423.423423,NA,17-Pentatriacontene,841,841,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
244,20200803_1535_blob_516_oil,-0.582506973,0.711662832,-0.074317979,0.172959994,0.777863436,-0.226974395,0.850599822,0.25709646,0.850599822,F7,NA,516,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2358.333333,NA,17-Pentatriacontene,824,824,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
245,20200803_1535_blob_521_oil,-0.713623431,0.812497256,-0.04313374,0.255940546,0.654822657,-0.142303408,0.907000536,0.205751411,0.907000536,F7,7,521,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2414.414414,NA,17-Pentatriacontene,828,828,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
246,20200803_1535_blob_533_,-0.716415593,0.762615287,0.296587885,0.509601094,0.42584353,-0.027317566,0.683428207,-0.089732011,0.762615287,F2,NA,533,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2029.007634,NA,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",686,698,NA,C16H50O7Si8,578,NA,NA,NA,NA,NA,1
247,20200803_1535_blob_537_oil,-0.649114978,0.715116345,-0.072327621,0.46804583,0.204518205,0.028423359,0.556817382,0.031403484,0.715116345,F2,NA,537,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2409.009009,NA,17-Pentatriacontene,831,831,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
248,20200803_1535_blob_541_oil,-0.213854279,0.291567672,0.008249032,0.035351599,0.096390143,-0.030012751,0.307851346,0.200233892,0.307851346,F7,NA,541,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2418.018018,NA,17-Pentatriacontene,831,831,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
249,20200803_1535_blob_543_oil,-0.834259701,0.956013921,-0.047356036,0.468138116,0.616740919,-0.088463121,0.908036952,0.215392943,0.956013921,F2,NA,543,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2238.333333,NA,"Heptadecane, 2,3-dimethyl-",847,870,NA,C19H40,268,NA,NA,NA,NA,TRUE,1
250,20200803_1535_blob_549_,-0.456107275,0.645514535,-0.355165247,-0.145826174,0.848136717,-0.257747453,0.933439057,0.565951551,0.933439057,F7,NA,549,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1893.055556,NA,"Oxalic acid, 2-phenylethyl propyl ester",866,888,NA,C13H16O4,236,NA,NA,NA,NA,TRUE,1
251,20200803_1535_blob_550_oil,-0.853355012,0.906776936,0.07655897,0.69894168,0.206224789,0.062918657,0.648177904,-0.00784152,0.906776936,F2,NA,550,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2390,NA,17-Pentatriacontene,837,837,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
252,20200803_1535_blob_551_oil,-0.873414454,0.919817811,-0.062635209,0.496468892,0.569695837,-0.163016235,0.852566523,0.097679601,0.919817811,F2,2,551,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2450.45045,NA,17-Pentatriacontene,820,820,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
253,20200803_1535_blob_554_oil,-0.840922625,0.941341783,-0.102135733,0.470138848,0.543529038,-0.085176668,0.849608785,0.267269354,0.941341783,F2,2,554,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2370,NA,17-Pentatriacontene,830,830,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
254,20200803_1535_blob_556_,-0.702457518,0.577785505,0.45829348,0.902280553,-0.272772538,0.210831461,0.096751051,-0.51425655,0.902280553,F4,4,556,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2015.267176,NA,"9,10-Anthracenedione",816,904,1950,C14H8O2,208,NA,NA,NA,NA,TRUE,1
255,20200803_1535_blob_560_,-0.616317736,0.852604442,-0.293106626,0.217524674,0.66734637,-0.02124967,0.908713707,0.568711698,0.908713707,F7,NA,560,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1788.607595,NA,"3,5-di-tert-Butyl-4-hydroxybenzaldehyde",931,938,1772,C15H22O2,234,NA,NA,NA,NA,TRUE,1
256,20200803_1535_blob_568_oil,-0.815961836,0.903943383,0.029800131,0.614373497,0.306461039,0.050890003,0.69274219,0.080695039,0.903943383,F2,2,568,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2363.333333,NA,17-Pentatriacontene,832,833,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
257,20200803_1535_blob_574_,-0.926936238,0.976813558,0.070054321,0.741312132,0.325109374,0.023931068,0.711541907,0.027932789,0.976813558,F2,2,574,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2200,NA,"Phenanthrene, 2,3,5-trimethyl-",748,823,NA,C17H16,220,NA,NA,NA,NA,NA,1
258,20200803_1535_blob_579_oil,-0.648135068,0.763059829,-0.230190689,0.166431237,0.833380216,-0.268033435,0.917382962,0.394329515,0.917382962,F7,7,579,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2457.657658,NA,17-Pentatriacontene,822,822,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
259,20200803_1535_blob_598_oil,-0.750932341,0.861012738,-0.077087939,0.274221777,0.664716899,-0.16719305,0.890081331,0.203366791,0.890081331,F7,NA,598,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2313.333333,NA,"Heneicosane, 11-(1-ethylpropyl)-",837,843,NA,C26H54,366,NA,NA,NA,NA,TRUE,1
260,20200803_1535_blob_615_,-0.719091249,0.791195144,-0.201190088,0.268369364,0.375903289,-0.160422665,0.767265229,0.270511327,0.791195144,F2,2,615,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1524.293785,NA,"Benzene-1,4-dicarboxylic acid, monohydrazide, methyl ester",867,874,NA,C9H10N2O3,194,NA,NA,NA,NA,TRUE,1
261,20200803_1535_blob_619_oil,-0.874340677,0.979946177,-0.021550043,0.556453305,0.545471055,-0.050070617,0.871350985,0.169015274,0.979946177,F2,2,619,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2320,NA,"Ethanol, 2-(octadecyloxy)-",786,810,NA,C20H42O2,314,NA,NA,NA,NA,NA,1
262,20200803_1535_blob_623_oil,-0.485612967,0.6306897,-0.189494688,0.419821931,0.187764088,0.107744607,0.491745976,0.257612648,0.6306897,F2,NA,623,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2464.864865,NA,17-Pentatriacontene,817,817,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
263,20200803_1535_blob_625_oil,-0.697388156,0.837819683,-0.092843897,0.221134215,0.725271416,-0.141292767,0.903766711,0.274006854,0.903766711,F7,NA,625,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2328.333333,NA,17-Pentatriacontene,831,831,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
264,20200803_1535_blob_63_,0.457630024,-0.606643517,0.549709657,-0.42744099,-0.232315042,-0.232110467,-0.370218972,-0.377397947,0.549709657,F3,1,63,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1995.833333,NA,"Butylparaben, TBDMS derivative",631,646,2022,C17H28O3Si,308,NA,NA,NA,NA,NA,1
265,20200803_1535_blob_637_oil,-0.89057032,0.913422754,0.026375984,0.587715314,0.438554243,-0.138829291,0.748907337,0.055409012,0.913422754,F2,NA,637,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2335,NA,17-Pentatriacontene,823,823,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
266,20200803_1535_blob_638_oil,-0.615804505,0.768211941,-0.368979927,0.084662864,0.693493293,-0.181478466,0.901362293,0.525773072,0.901362293,F7,7,638,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2479.279279,NA,17-Pentatriacontene,810,811,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
267,20200803_1535_blob_639_oil,-0.386961333,0.340739532,0.233055647,0.681052597,-0.199189773,0.212811797,0.057538959,-0.315641864,0.681052597,F4,NA,639,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2331.666667,NA,17-Pentatriacontene,821,822,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
268,20200803_1535_blob_641_,-0.923365109,0.857052938,0.044589742,0.584277169,0.435059838,-0.222438316,0.734527704,-0.104721322,0.857052938,F2,NA,641,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1990.277778,NA,"Octadecane, 3-ethyl-5-(2-ethylbutyl)-",617,617,NA,C26H54,366,NA,NA,NA,NA,NA,1
269,20200803_1535_blob_642_oil,-0.499498267,0.396657684,0.159275325,0.417443293,-0.069098624,0.015739625,0.18484086,-0.403551586,0.417443293,F4,NA,642,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2473.873874,NA,17-Pentatriacontene,808,809,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
270,20200803_1535_blob_644_oil,-0.857408445,0.966614974,-0.030312022,0.487469699,0.597193736,-0.07950384,0.901774363,0.184844025,0.966614974,F2,2,644,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2296.666667,NA,"Ethanol, 2-(octadecyloxy)-",804,816,NA,C20H42O2,314,NA,NA,NA,NA,TRUE,1
271,20200803_1535_blob_645_,-0.416794025,0.383095406,0.070961954,0.625821883,-0.08160908,-0.0179355,0.13187772,-0.137384938,0.625821883,F4,4,645,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1877.777778,NA,"Myristic acid, TMS derivative",866,880,1850,C17H36O2Si,300,NA,NA,NA,NA,TRUE,1
272,20200803_1535_blob_646_,-0.748920286,0.80240064,0.234127245,0.860832618,-0.092161435,0.231253615,0.383675485,-0.11531635,0.860832618,F4,NA,646,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1918.055556,NA,"1-[3-Amino-4-(pyridin-4-yl)-5H,6H,7H,8H-thieno[2,3-b]quinolin-2-yl]ethanone",631,633,NA,C18H17N3OS,323,NA,NA,NA,NA,NA,1
273,20200803_1535_blob_647_oil,-0.534305627,0.442033007,0.46085353,0.645003374,-0.179550242,0.145664875,0.101215346,-0.589923685,0.645003374,F4,NA,647,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2303.333333,NA,"Ethanol, 2-(octadecyloxy)-",813,823,NA,C20H42O2,314,NA,NA,NA,NA,TRUE,1
274,20200803_1535_blob_648_oil,-0.762766787,0.899963412,-0.038185809,0.43897157,0.560735327,-0.038444243,0.84409277,0.330528792,0.899963412,F2,NA,648,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2306.666667,NA,17-Pentatriacontene,821,821,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
275,20200803_1535_blob_649_oil,-0.595552989,0.707337176,-0.151062717,0.095744334,0.749361057,-0.272757797,0.866656488,0.305519515,0.866656488,F7,7,649,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2493.693694,NA,17-Pentatriacontene,800,801,NA,C35H70,490,NA,NA,NA,NA,NA,1
276,20200803_1535_blob_650_oil,-0.593606843,0.607839729,0.300469354,0.75213681,-0.247817351,0.339012056,0.195525482,-0.177642822,0.75213681,F4,4,650,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2488.288288,NA,17-Pentatriacontene,801,802,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
277,20200803_1535_blob_651_,0.148842161,0.122882505,0.014353091,0.271603283,-0.391886068,0.564789496,-0.162002743,0.290720922,0.564789496,F6,6,651,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1654.43038,NA,"Quinoline, 2,3,4-trimethyl-",887,927,1616,C12H13N,171,NA,NA,NA,NA,TRUE,1
278,20200803_1535_blob_652_oil,-0.70820524,0.850463365,-0.219453564,0.252206925,0.722766824,-0.152307644,0.919585495,0.332504158,0.919585495,F7,NA,652,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2270,NA,"Heneicosane, 11-(1-ethylpropyl)-",835,838,NA,C26H54,366,NA,NA,NA,NA,TRUE,1
279,20200803_1535_blob_653_oil,-0.77007005,0.847211899,0.117191064,0.437730222,0.463450731,-0.051946427,0.763060737,0.045191753,0.847211899,F2,NA,653,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2276.666667,NA,"Eicosane, 7-hexyl-",850,852,NA,C26H54,366,NA,NA,NA,NA,TRUE,1
280,20200803_1535_blob_654_,-0.565572269,0.756216313,-0.12079998,0.728691275,0.01144532,0.336473915,0.381870759,0.302603858,0.756216313,F2,2,654,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1455.367232,NA,"Ethanone, 1,1'-(1,4-phenylene)bis-",923,925,1461,C10H10O2,162,NA,NA,NA,NA,TRUE,1
281,20200803_1535_blob_655_oil,-0.841082351,0.922555402,-0.075229447,0.455017206,0.690373273,-0.146342124,0.890074842,0.171274393,0.922555402,F2,NA,655,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2500.900901,NA,17-Pentatriacontene,780,781,NA,C35H70,490,NA,NA,NA,NA,NA,1
282,20200803_1535_blob_656_,-0.594958836,0.768684102,-0.247707913,0.149008246,0.883857967,-0.160761989,0.927810465,0.466412805,0.927810465,F7,NA,656,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1854.166667,NA,"5-Cyclotetradecyn-2-one, 8-hydroxy-14-pentyl-1-oxa",654,660,NA,C18H30O3,294,NA,NA,NA,NA,NA,1
283,20200803_1535_blob_657_,-0.639881204,0.776505223,-0.174342153,0.159790618,0.890267649,-0.222497596,0.937620541,0.358342759,0.937620541,F7,NA,657,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1751.898734,NA,Methyl tetradecanoate,902,913,1725,C15H30O2,242,NA,NA,NA,NA,TRUE,1
284,20200803_1535_blob_658_oil,-0.635981732,0.787084748,-0.262690051,0.18680078,0.788097447,-0.196684409,0.924551972,0.439157379,0.924551972,F7,7,658,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2508.108108,NA,17-Pentatriacontene,781,782,NA,C35H70,490,NA,NA,NA,NA,NA,1
285,20200803_1535_blob_659_,0.565130076,-0.497392011,-0.037426432,-0.768064794,0.373607398,-0.340825151,-0.011204553,0.225334527,0.565130076,F1,1,659,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2646.601942,NA,"Heptadecane, 2,3-dimethyl-",866,894,NA,C19H40,268,NA,NA,NA,NA,TRUE,1
286,20200803_1535_blob_660_,-0.455692818,0.35982531,0.560496638,0.603979471,-0.258744733,-0.108836044,0.133027013,-0.349775753,0.603979471,F4,NA,660,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1818.055556,NA,"6,9-Dimethoxy-4-methyl-2,3-dihydrofuro(3,2-c)quinoline",735,745,NA,C14H15NO3,245,NA,NA,NA,NA,NA,1
287,20200803_1535_blob_661_oil,-0.669564073,0.825627376,-0.200275183,0.230958844,0.723045363,-0.17357606,0.915469029,0.346583758,0.915469029,F7,NA,661,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2290,NA,17-Pentatriacontene,820,820,NA,C35H70,490,NA,NA,NA,NA,TRUE,1
