Compound.Name,F1,F2,F3,F4,F5,F6,F7,F8,best_corr,cluster_assigned,cluster_assigned_btz
20200803_1535_blob_986_,-0.487940257,0.410333259,0.43618841,0.221707437,0.853232689,-0.259881466,0.314314204,-0.595622726,F5,5,5
20200803_1535_blob_988_,-0.84320154,0.910610322,-0.022113303,0.620826106,0.648212768,0.543419883,0.098082357,-0.056125481,F2,2,2
20200803_1535_blob_990_,-0.885841956,0.973833555,-0.123351531,0.499316497,0.600514291,0.57284226,0.017664714,0.134975661,F2,2,2
20200803_1535_blob_992_,-0.434112449,0.389031847,0.23964576,-0.107204018,0.74454017,-0.179218301,0.047376359,-0.367069863,F5,5,5
20200803_1535_blob_993_,-0.502783082,0.591140253,-0.502523492,0.564895254,-0.180560465,0.896641772,-0.279203527,0.410584091,F6,6,6
20200803_1535_blob_994_,-0.813781639,0.903765784,-0.269129731,0.6516536,0.323527656,0.855825329,-0.155500452,0.217536115,F2,2,2
20200803_1535_blob_995_,-0.528219309,0.584739586,-0.425695632,0.55664085,-0.075064384,0.848485674,-0.277941564,0.259656918,F6,6,6
20200803_1535_blob_998_,-0.798060818,0.858501631,0.209043238,0.466292673,0.815102265,0.265392623,0.141039196,-0.177394901,F2,2,2
20200803_1535_blob_999_,-0.768428654,0.899392789,-0.035769963,0.651784813,0.536747907,0.597036522,0.098900495,0.055986125,F2,2,2

