Compound.Name,F1,F2,F3,F4,F5,F6,F7,F8,best_corr,cluster_assigned
20200803_1535_blob_1090_,-0.352353797,0.373956362,0.448532164,0.560996032,-0.149285544,0.096948558,0.10833221,-0.319444976,F4,4
20200803_1535_blob_1136_,-0.631746385,0.697512868,0.07215547,0.742564569,0.187446375,0.059003946,0.427031377,0.078519994,F4,4
20200803_1535_blob_1139_,-0.833547364,0.818586138,0.322405879,0.835266312,0.050485615,0.136313878,0.42350518,-0.244108303,F4,4
20200803_1535_blob_1168_,-0.772544879,0.734843481,0.362489651,0.750812312,0.081776859,0.11863459,0.385566335,-0.289102699,F4,4
20200803_1535_blob_1172_,-0.648058193,0.534161466,0.494155403,0.940262944,-0.306055809,0.152781686,0.068798328,-0.502737512,F4,4
20200803_1535_blob_1257_,-0.705865785,0.797119906,0.10117747,0.800097328,0.144394421,0.059831305,0.464049675,0.051633964,F4,4
20200803_1535_blob_1431_,-0.772393373,0.813401203,0.215220704,0.892502918,0.056661651,0.128940626,0.43868632,-0.074566756,F4,4
20200803_1535_blob_639_oil,-0.386961333,0.340739532,0.233055647,0.681052597,-0.199189773,0.212811797,0.057538959,-0.315641864,F4,4
20200803_1535_blob_642_oil,-0.499498267,0.396657684,0.159275325,0.417443293,-0.069098624,0.015739625,0.18484086,-0.403551586,F4,4
20200803_1535_blob_646_,-0.748920286,0.80240064,0.234127245,0.860832618,-0.092161435,0.231253615,0.383675485,-0.11531635,F4,4
20200803_1535_blob_647_oil,-0.534305627,0.442033007,0.46085353,0.645003374,-0.179550242,0.145664875,0.101215346,-0.589923685,F4,4
20200803_1535_blob_660_,-0.455692818,0.35982531,0.560496638,0.603979471,-0.258744733,-0.108836044,0.133027013,-0.349775753,F4,4
20200803_1535_blob_683_,-0.751067866,0.673549114,0.446793247,0.725272797,-0.046059762,0.000650216,0.341842618,-0.385822592,F4,4
20200803_1535_blob_702_,-0.819333787,0.80623095,0.169792686,0.809956874,-0.081855102,0.094858099,0.426935482,-0.10383961,F4,4
20200803_1535_blob_734_,-0.547535206,0.6458025,0.294029602,0.727073162,0.118334022,0.13340712,0.384829795,-0.021460795,F4,4
20200803_1535_blob_761_,-0.830376366,0.796564892,0.402341935,0.839880908,0.025738906,0.102301758,0.426706747,-0.268400341,F4,4
20200803_1535_blob_768_,-0.11692467,0.103596427,0.419873678,0.42278179,-0.531876516,0.214760816,-0.187790083,-0.249820302,F4,4
20200803_1535_blob_781_,-0.349414507,0.405238284,-0.009172728,0.586121887,0.042392078,0.088330082,0.223791841,0.07926891,F4,4
20200803_1535_blob_784_,-0.80695451,0.653255668,0.372342985,0.88056404,-0.177987902,0.042653032,0.244389193,-0.454022386,F4,4
20200803_1535_blob_803_,-0.602289226,0.685343115,0.12468003,0.710505194,-0.209798732,0.250813643,0.317288464,0.042170343,F4,4
20200803_1535_blob_822_,-0.434093543,0.448453103,0.00890628,0.657260558,-0.024009159,0.055106069,0.210244969,-0.012657613,F4,4
20200803_1535_blob_830_,-0.739857535,0.694217824,0.337100842,0.962558169,-0.261709379,0.217652581,0.191939774,-0.323675032,F4,4
20200803_1535_blob_896_oil,-0.638283136,0.670730233,0.277275366,0.746645808,0.045014201,0.145767009,0.348200809,-0.149146326,F4,4
20200803_1535_blob_912_,-0.771968263,0.785056419,0.18744697,0.89243011,-0.08243508,0.297106404,0.321414982,-0.221319276,F4,4
20200803_1535_blob_917_,-0.759511123,0.708593863,0.381937514,0.945902606,-0.170201067,0.232747072,0.231677875,-0.366586171,F4,4
20200803_1535_blob_946_,-0.526810664,0.413040798,0.045765172,0.424439385,-0.100624832,-0.145403893,0.168853598,-0.230978888,F4,4
20200803_1535_blob_966_,-0.716972161,0.641730392,0.336034871,0.944865105,-0.195537641,0.21518156,0.165565894,-0.405722436,F4,4
20200803_1535_blob_971_,-0.689814604,0.592701286,0.635122573,0.790728038,-0.073824382,0.076832784,0.252637294,-0.552608165,F4,4
20200803_1535_blob_986_,-0.541047475,0.393356751,0.475933198,0.851657656,-0.397367178,0.314314204,-0.080011888,-0.595622726,F4,4
20200803_0949_blob_1009_,-0.301398146,0.584279396,-0.289727582,0.171711802,0.717692069,0.142971186,0.633127736,0.557526435,F5,5
20200803_0949_blob_1043_,-0.218404644,0.308210368,0.029028294,-0.177347704,0.590978435,-0.323525672,0.572259098,0.212408565,F5,5
20200803_0949_blob_636_,-0.207805826,0.347156548,-0.089004213,-0.253506901,0.904905304,-0.32820932,0.734487282,0.414923353,F5,5
20200803_0949_blob_708_,-0.281453757,0.383541668,-0.306474257,-0.148071192,0.873442874,-0.287848048,0.636911289,0.399015598,F5,5
20200803_1535_blob_1000_,-0.246372824,0.403048694,-0.254872628,-0.281257827,0.965964365,-0.286707149,0.788364352,0.506124606,F5,5
20200803_1535_blob_1093_,-0.550488672,0.524895632,0.030116955,0.270556757,0.644058561,-0.205231213,0.55302877,-0.060985461,F5,5
20200803_1535_blob_1177_,-0.442241012,0.558246455,-0.351814707,-0.09824584,0.967756919,-0.365490557,0.854412839,0.439297796,F5,5
20200803_1535_blob_1469_,-0.209344914,0.42466729,-0.287956068,-0.33635098,0.901011619,-0.227199353,0.802455647,0.616207503,F5,5
20200803_1535_blob_47_,-0.259997559,0.382617491,-0.29026266,-0.250047997,0.980090196,-0.349103533,0.755457014,0.415711148,F5,5
20200803_1535_blob_708_,-0.485694474,0.624325511,-0.165019684,-0.026759027,0.950217704,-0.287222397,0.890828867,0.395027942,F5,5
20200803_1535_blob_724_oil,-0.324992364,0.386904071,-0.269027958,-0.096156873,0.891310576,-0.346225414,0.670542172,0.297900575,F5,5
20200803_1535_blob_731_,-0.470905444,0.625288512,-0.308091817,-0.117989574,0.951804847,-0.295613508,0.928132502,0.506914055,F5,5
20200803_1535_blob_753_,-0.131612115,0.153496395,0.414877251,-0.18013751,0.557529186,-0.38673313,0.465192475,-0.053018638,F5,5
20200803_1535_blob_755_,-0.106777971,0.262653587,-0.041119517,-0.430721335,0.695620251,-0.262752172,0.65624514,0.420958046,F5,5
20200803_1535_blob_773_,-0.523783635,0.669036445,-0.231185303,0.014701469,0.952482501,-0.282413002,0.92127198,0.428523189,F5,5
20200803_1535_blob_788_,-0.488611648,0.602306339,-0.041312517,-0.057211953,0.864330708,-0.219174945,0.84223875,0.24419642,F5,5
20200803_1535_blob_797_,-0.463834947,0.551532306,-0.202055576,-0.098624181,0.960774178,-0.351957513,0.875857513,0.356472321,F5,5
20200803_1535_blob_810_,-0.429128703,0.584818568,-0.302587204,-0.070697364,0.966950174,-0.264361447,0.880546106,0.486954718,F5,5
20200803_1535_blob_823_oil,-0.473144053,0.579804381,-0.099184095,0.055908612,0.838797452,-0.291696029,0.8270849,0.278445484,F5,5
20200803_1535_blob_839_,-0.461297237,0.633751715,-0.317848073,-0.070569329,0.954492828,-0.286996603,0.922121026,0.54054706,F5,5
20200803_1535_blob_875_,-0.53242363,0.565491616,-0.001728984,0.022253102,0.823651254,-0.32990435,0.802674878,0.108316123,F5,5
20200803_1535_blob_879_,-0.317308647,0.408427412,-0.284864424,-0.228733951,0.957029838,-0.366296589,0.761392281,0.380336595,F5,5
20200803_1535_blob_889_,-0.482889103,0.610752936,-0.234784664,-0.043776595,0.915914722,-0.358954867,0.910509201,0.466843451,F5,5
20200803_1535_blob_951_,-0.405225889,0.448507726,0.103762202,-0.125454116,0.773556311,-0.303910438,0.764596229,0.112470261,F5,5
20200803_1535_blob_972_,-0.569867829,0.708722706,-0.216315712,0.097989815,0.890564112,-0.178242982,0.882059881,0.377357028,F5,5
20200803_1535_blob_975_,-0.541392585,0.653504257,-0.259165191,-0.036537364,0.901637876,-0.31377494,0.89072242,0.367499687,F5,5
20200803_1535_blob_995_,-0.482401423,0.58279114,-0.207748446,-0.017195073,0.835365662,-0.277941564,0.799177165,0.259656918,F5,5
20200803_0949_blob_1393_,0.280653023,-0.09818904,0.18934968,0.210727894,-0.141103351,0.399499176,-0.256465468,0.166107244,F6,6
20200803_1535_blob_673_,-0.046799526,0.159021096,0.029420876,0.596092991,-0.602486532,0.5988105,-0.37417324,-0.076481589,F6,6
20200803_1535_blob_862_,0.191440284,-0.127560403,0.079551168,0.464399661,-0.63636582,0.633698464,-0.534018227,-0.200521553,F6,6
20200803_0949_blob_1194_,-0.004737728,0.053305656,0.092271057,-0.325890447,0.224972071,-0.22402804,0.282923868,0.108525541,F7,7
20200803_1535_blob_1003_,-0.491089458,0.691907881,-0.322392614,-0.001526121,0.919451119,-0.245357451,0.928173773,0.537897027,F7,7
20200803_1535_blob_1004_,-0.659155892,0.73123037,-0.148084694,0.206098187,0.75446756,-0.221562893,0.814778851,0.247273016,F7,7
20200803_1535_blob_1012_,-0.538944589,0.709266335,-0.241598233,0.181742659,0.692946565,-0.12913435,0.815029883,0.480003825,F7,7
20200803_1535_blob_1016_,-0.439413867,0.601868747,-0.003152474,-0.014255966,0.666713629,-0.169902237,0.792265366,0.358668326,F7,7
20200803_1535_blob_1025_,-0.782626522,0.910728241,-0.090088739,0.408067551,0.718394195,-0.111604857,0.920336454,0.254933982,F7,7
20200803_1535_blob_1028_,-0.727728411,0.860916166,-0.253735945,0.292671876,0.785707679,-0.221583974,0.932336388,0.386546899,F7,7
20200803_1535_blob_1030_,-0.570978714,0.746055209,-0.199490176,0.09185637,0.888192983,-0.215401877,0.947112818,0.432548781,F7,7
20200803_1535_blob_1041_,-0.456944357,0.619446059,-0.258550881,-0.125632743,0.885998381,-0.276391157,0.899110816,0.454282687,F7,7
20200803_1535_blob_1044_,-0.597092346,0.803821715,-0.273873864,0.147826895,0.75366386,-0.168228404,0.947367732,0.547628237,F7,7
20200803_1535_blob_1047_,-0.742139336,0.879662457,-0.14637387,0.268903459,0.622822291,-0.129631973,0.905796791,0.342365449,F7,7
20200803_1535_blob_1054_,-0.808041126,0.92297013,-0.073263606,0.366484196,0.670344072,-0.115492015,0.925465416,0.250244057,F7,7
20200803_1535_blob_1056_,-0.453489716,0.705228682,-0.253616616,0.153936381,0.518504396,0.03270714,0.766479836,0.548191654,F7,7
20200803_1535_blob_1065_oil,-0.76344501,0.883366566,-0.168148156,0.429945279,0.715522011,-0.155068808,0.887500392,0.310420324,F7,7
20200803_1535_blob_1070_oil,-0.599927947,0.775446151,-0.315348821,0.079915954,0.812206494,-0.228594891,0.958657251,0.534188059,F7,7
20200803_1535_blob_1072_oil,-0.659202104,0.821438843,-0.305129567,0.162254632,0.72492912,-0.203219207,0.939452917,0.484220943,F7,7
20200803_1535_blob_1073_,-0.751528725,0.902076985,-0.172917409,0.369816603,0.718906637,-0.153565726,0.929575246,0.370210779,F7,7
20200803_1535_blob_1078_,-0.622378316,0.780911419,-0.297774584,0.095604493,0.878189214,-0.26251655,0.967292441,0.467131422,F7,7
20200803_1535_blob_1089_,-0.798664449,0.915648432,-0.10333616,0.34333859,0.730691924,-0.151886684,0.934628673,0.273013776,F7,7
20200803_1535_blob_1092_,-0.626451731,0.807658279,-0.222280006,0.165208331,0.784590499,-0.198590254,0.936249219,0.490163997,F7,7
20200803_1535_blob_1095_,-0.4286551,0.621463636,-0.257668732,-0.115088531,0.90878986,-0.257082495,0.911702122,0.524062534,F7,7
20200803_1535_blob_1099_,-0.448493741,0.651318937,-0.032485677,0.110666226,0.447558786,0.016175981,0.72534152,0.337774754,F7,7
20200803_1535_blob_1120_,-0.729061561,0.843215834,-0.053825259,0.308565104,0.644282941,-0.173305353,0.860815396,0.192487249,F7,7
20200803_1535_blob_1122_,-0.800134725,0.885873705,-0.168486436,0.340874467,0.713975782,-0.206828439,0.894583715,0.261976501,F7,7
20200803_1535_blob_1124_oil,-0.499462285,0.663311968,-0.04641125,0.158625592,0.76885226,-0.162166306,0.808612945,0.285303745,F7,7
20200803_1535_blob_1145_oil,-0.544419843,0.752542921,-0.274204469,0.046169308,0.795828521,-0.180323688,0.953818185,0.562926388,F7,7
20200803_1535_blob_1148_oil,-0.65314063,0.810819311,-0.273833258,0.205792297,0.509878493,-0.121309258,0.838041653,0.476321407,F7,7
20200803_1535_blob_1150_,-0.66926654,0.854079344,-0.188871773,0.30676388,0.716873741,-0.138770842,0.915360034,0.451000873,F7,7
20200803_1535_blob_1157_,-0.348000542,0.556891172,0.026157046,-0.057076903,0.592116601,-0.141047845,0.761646045,0.42364863,F7,7
20200803_1535_blob_116_,-0.597661719,0.756402198,-0.256740492,0.101501398,0.909280474,-0.239052051,0.953131656,0.437180975,F7,7
20200803_1535_blob_1178_,-0.764470095,0.884639402,-0.044091584,0.415355398,0.752291316,-0.111019576,0.891422765,0.251975406,F7,7
20200803_1535_blob_1190_,-0.680289467,0.840803629,-0.236256092,0.322318885,0.731180226,-0.177951406,0.893346939,0.43747757,F7,7
20200803_1535_blob_1198_,-0.498450001,0.701481654,-0.300260809,-0.045119718,0.825302449,-0.216664791,0.937870377,0.558084658,F7,7
20200803_1535_blob_1205_,-0.57696949,0.751126919,-0.192771998,0.14347283,0.737712334,-0.18031197,0.902364598,0.465066098,F7,7
20200803_1535_blob_1252_oil,-0.561532584,0.737918403,-0.282473455,0.005114736,0.738584498,-0.176808649,0.921677528,0.526724707,F7,7
20200803_1535_blob_1255_oil,-0.717047395,0.861565583,-0.112179347,0.280540854,0.665190003,-0.136190555,0.88769636,0.372977174,F7,7
20200803_1535_blob_1256_,-0.639911734,0.832333019,-0.1801392,0.230046291,0.753217653,-0.138875736,0.931177398,0.491226232,F7,7
20200803_1535_blob_1284_,-0.58098486,0.617356388,0.154968566,0.315226773,0.564573304,-0.260661847,0.694327116,0.080865732,F7,7
20200803_1535_blob_1343_,-0.668759796,0.81185523,-0.176901076,0.241028604,0.739227958,-0.175225627,0.888528004,0.4170363,F7,7
20200803_1535_blob_1363_,-0.640904276,0.786294923,-0.094060022,0.242107816,0.724422255,-0.252002745,0.890388426,0.366085186,F7,7
20200803_1535_blob_1421_,-0.582609653,0.654966887,0.011732431,0.114099823,0.657862238,-0.330072734,0.830113378,0.249187888,F7,7
20200803_1535_blob_1453_,-0.327108092,0.509604804,-0.289927499,-0.051621813,0.686186261,-0.219895058,0.766004907,0.510808604,F7,7
20200803_1535_blob_1540_,-0.511830577,0.653410799,-0.231172421,0.368655716,0.517529744,-0.078240081,0.681358778,0.379389175,F7,7
20200803_1535_blob_516_oil,-0.582506973,0.711662832,-0.074317979,0.172959994,0.777863436,-0.226974395,0.850599822,0.25709646,F7,7
20200803_1535_blob_541_oil,-0.213854279,0.291567672,0.008249032,0.035351599,0.096390143,-0.030012751,0.307851346,0.200233892,F7,7
20200803_1535_blob_549_,-0.456107275,0.645514535,-0.355165247,-0.145826174,0.848136717,-0.257747453,0.933439057,0.565951551,F7,7
20200803_1535_blob_560_,-0.616317736,0.852604442,-0.293106626,0.217524674,0.66734637,-0.02124967,0.908713707,0.568711698,F7,7
20200803_1535_blob_598_oil,-0.750932341,0.861012738,-0.077087939,0.274221777,0.664716899,-0.16719305,0.890081331,0.203366791,F7,7
20200803_1535_blob_625_oil,-0.697388156,0.837819683,-0.092843897,0.221134215,0.725271416,-0.141292767,0.903766711,0.274006854,F7,7
20200803_1535_blob_652_oil,-0.70820524,0.850463365,-0.219453564,0.252206925,0.722766824,-0.152307644,0.919585495,0.332504158,F7,7
20200803_1535_blob_656_,-0.594958836,0.768684102,-0.247707913,0.149008246,0.883857967,-0.160761989,0.927810465,0.466412805,F7,7
20200803_1535_blob_657_,-0.639881204,0.776505223,-0.174342153,0.159790618,0.890267649,-0.222497596,0.937620541,0.358342759,F7,7
20200803_1535_blob_661_oil,-0.669564073,0.825627376,-0.200275183,0.230958844,0.723045363,-0.17357606,0.915469029,0.346583758,F7,7
20200803_1535_blob_670_,-0.685554639,0.864034839,-0.223739978,0.237024706,0.794699471,-0.139426108,0.958093307,0.41363252,F7,7
20200803_1535_blob_678_oil,-0.703424983,0.812074237,-0.091575639,0.217738869,0.789022995,-0.208921028,0.91777013,0.233695357,F7,7
20200803_1535_blob_684_oil,-0.686633301,0.826135948,-0.026233771,0.291791439,0.533983281,-0.060780282,0.835241733,0.250298439,F7,7
20200803_1535_blob_699_oil,-0.783049847,0.888087804,-0.177597938,0.291472121,0.72239095,-0.193187775,0.933556882,0.274433893,F7,7
20200803_1535_blob_710_,-0.547382457,0.580312777,0.041562426,-0.009531542,0.787408733,-0.379428006,0.849092095,0.136732004,F7,7
20200803_1535_blob_713_oil,-0.773953547,0.908233281,-0.130600877,0.339034535,0.728219708,-0.154811835,0.938898735,0.311435603,F7,7
20200803_1535_blob_715_,-0.736308375,0.843615582,-0.074257827,0.34212966,0.806964529,-0.185847978,0.894154873,0.219439062,F7,7
20200803_1535_blob_717_,-0.513680111,0.662787685,-0.217276261,0.032353473,0.479819895,-0.131882783,0.773539209,0.492359584,F7,7
20200803_1535_blob_720_oil,-0.663770491,0.813687062,-0.153088572,0.173114045,0.832916116,-0.193697438,0.948973583,0.347209906,F7,7
20200803_1535_blob_721_,-0.718631985,0.863844564,0.111746802,0.362616392,0.664007238,-0.132868944,0.881569188,0.203595555,F7,7
20200803_1535_blob_722_,-0.701992178,0.831233583,-0.173167735,0.192429421,0.773474799,-0.254239505,0.949549137,0.359579908,F7,7
20200803_1535_blob_725_oil,-0.766397731,0.88133554,-0.076157562,0.303416584,0.710043005,-0.150081545,0.914482932,0.216134218,F7,7
20200803_1535_blob_728_,-0.705564566,0.814568687,-0.097701966,0.206780474,0.798576702,-0.221583288,0.95208987,0.268567095,F7,7
20200803_1535_blob_729_oil,-0.776702644,0.888828615,-0.144421324,0.28251834,0.755901956,-0.198188183,0.9387507,0.264400542,F7,7
20200803_1535_blob_733_,-0.696903103,0.848093578,-0.216747086,0.192047248,0.808580496,-0.189093907,0.976378282,0.402762501,F7,7
20200803_1535_blob_742_,-0.622019137,0.733302953,-0.124002325,0.12383932,0.902541335,-0.259953707,0.919629596,0.293779572,F7,7
20200803_1535_blob_746_,-0.749339976,0.881828522,-0.097691996,0.264269962,0.780128566,-0.205677647,0.963432102,0.305248071,F7,7
20200803_1535_blob_749_,-0.73739568,0.80782709,-0.086460948,0.155680781,0.769778115,-0.267028122,0.950049201,0.248407527,F7,7
20200803_1535_blob_750_,-0.554423919,0.750229365,-0.266609551,0.05834352,0.885731472,-0.17149702,0.949213717,0.491624963,F7,7
20200803_1535_blob_751_,-0.716021475,0.869366104,-0.279876745,0.31472767,0.715148378,-0.141458983,0.919946357,0.461778471,F7,7
20200803_1535_blob_766_,-0.601501618,0.720116825,-0.097786009,0.063387746,0.908338898,-0.305096078,0.942147916,0.301265523,F7,7
20200803_1535_blob_769_,-0.606971034,0.774298727,-0.194818525,0.292257912,0.771174102,-0.109268972,0.867940043,0.443466573,F7,7
20200803_1535_blob_776_,-0.275213628,0.483615065,-0.193713359,-0.121371806,0.517299857,-0.064958234,0.68212338,0.424037208,F7,7
20200803_1535_blob_777_,-0.492469949,0.647603899,0.028731564,0.174722805,0.344198024,0.064451051,0.669979215,0.2412105,F7,7
20200803_1535_blob_785_,-0.583598844,0.505949429,0.328096723,0.209998867,0.395326273,-0.248841053,0.519052714,-0.321051511,F7,7
20200803_1535_blob_786_,-0.599955678,0.778286401,-0.301427642,0.12076659,0.861945974,-0.195921758,0.963177796,0.503490591,F7,7
20200803_1535_blob_787_,-0.639678214,0.826068913,-0.209688295,0.15675113,0.672003927,-0.128979744,0.931244678,0.492955352,F7,7
20200803_1535_blob_789_oil,-0.795023451,0.926832146,-0.133714041,0.365341806,0.736919658,-0.156415602,0.949828092,0.302259976,F7,7
20200803_1535_blob_794_,-0.776436304,0.887828015,-0.174445589,0.296584217,0.763446453,-0.208739259,0.934685291,0.299402252,F7,7
20200803_1535_blob_805_,-0.717773421,0.871486751,-0.220337789,0.257650842,0.786429877,-0.187648317,0.972217034,0.425035137,F7,7
20200803_1535_blob_808_,-0.667956666,0.829282502,-0.310759396,0.225461122,0.601219695,-0.145817489,0.88807664,0.509226721,F7,7
20200803_1535_blob_818_,-0.335065866,0.482488056,-0.306477772,-0.133708665,0.441905978,-0.143150669,0.636112544,0.478371058,F7,7
20200803_1535_blob_829_,-0.605897499,0.740110754,-0.109400246,0.116177246,0.706039042,-0.176534324,0.849975733,0.340497152,F7,7
20200803_1535_blob_835_,-0.47271938,0.648872571,-0.36012289,-0.096338841,0.891932073,-0.206276724,0.910543417,0.517171421,F7,7
20200803_1535_blob_844_,-0.723375865,0.861131858,-0.263578537,0.221027184,0.669153069,-0.184336875,0.922428762,0.393508154,F7,7
20200803_1535_blob_854_oil,-0.534553589,0.69400559,-0.046009066,0.072621351,0.816929497,-0.208447649,0.890832379,0.298780544,F7,7
20200803_1535_blob_856_,-0.414605905,0.602136116,-0.134655383,0.026415868,0.430229875,-0.086445115,0.711440998,0.379398153,F7,7
20200803_1535_blob_858_,-0.481574009,0.588116849,-0.224752993,0.134799827,0.491301936,-0.180261717,0.649416485,0.24229492,F7,7
20200803_1535_blob_859_,-0.580873049,0.760037893,-0.286506756,0.082051318,0.874936579,-0.198369128,0.950729991,0.479822742,F7,7
20200803_1535_blob_866_,-0.627235976,0.802312307,-0.239048371,0.170459218,0.874728442,-0.193725062,0.951217614,0.436914253,F7,7
20200803_1535_blob_867_,-0.787214251,0.881589531,-0.105612313,0.308090209,0.745397443,-0.183728362,0.915424908,0.213892583,F7,7
20200803_1535_blob_870_,-0.685021649,0.849524561,-0.184846127,0.343989602,0.650394185,-0.121781059,0.881009241,0.37282995,F7,7
20200803_1535_blob_872_,-0.775068245,0.890284005,-0.113414233,0.325348448,0.781677024,-0.180542398,0.93864645,0.263524663,F7,7
20200803_1535_blob_877_,-0.785139012,0.909337539,-0.134024763,0.355859484,0.755046929,-0.164954355,0.94003444,0.286968613,F7,7
20200803_1535_blob_880_,-0.677225625,0.77211036,-0.174957005,0.261037937,0.746891768,-0.171439197,0.859274424,0.283230391,F7,7
20200803_1535_blob_887_,-0.775534155,0.874642273,0.115296802,0.347612764,0.633986628,-0.110957989,0.880242974,0.144443981,F7,7
20200803_1535_blob_888_,-0.759625361,0.873390952,-0.018923389,0.384865589,0.736862438,-0.185834634,0.925304003,0.210988754,F7,7
20200803_1535_blob_904_,-0.708782919,0.837173606,-0.047026027,0.246009991,0.603394779,-0.148211125,0.887767867,0.335380172,F7,7
20200803_1535_blob_911_,-0.467901902,0.641893843,-0.344203694,-0.124813472,0.930662393,-0.301424134,0.938857749,0.537756863,F7,7
20200803_1535_blob_913_oil,-0.692395274,0.790129323,-0.266125488,0.200733028,0.804351571,-0.264196713,0.908908862,0.34210227,F7,7
20200803_1535_blob_914_,-0.622412131,0.771815815,-0.064901213,0.169675406,0.855928215,-0.219426462,0.9243287,0.337807689,F7,7
20200803_1535_blob_919_,-0.552821069,0.673455833,-0.143381651,-0.010403245,0.93848269,-0.320980553,0.939780093,0.347083945,F7,7
20200803_1535_blob_930_,-0.512532643,0.727139143,-0.184931877,0.082169315,0.599672337,-0.030890609,0.838188129,0.554499654,F7,7
20200803_1535_blob_932_,-0.662705341,0.828460039,-0.219934197,0.162216142,0.806170912,-0.194927881,0.970899324,0.423221892,F7,7
20200803_1535_blob_939_,-0.501018504,0.713536974,-0.185358306,0.11475917,0.505725009,-0.043895702,0.796537861,0.492069552,F7,7
20200803_1535_blob_941_,-0.749067531,0.899467642,-0.181746607,0.359234735,0.622443144,-0.127592511,0.904387855,0.337749501,F7,7
20200803_1535_blob_943_oil,-0.580434056,0.724942588,-0.144697271,0.060434098,0.879420233,-0.220928817,0.922268871,0.344378668,F7,7
20200803_1535_blob_945_,-0.693426152,0.797262605,-0.195369537,0.179092913,0.857781929,-0.282630536,0.955070538,0.350841979,F7,7
20200803_1535_blob_947_,-0.673379164,0.840323176,-0.122248567,0.257955068,0.790466588,-0.110392664,0.932267145,0.333207555,F7,7
20200803_1535_blob_957_,-0.649322937,0.797795708,-0.074339013,0.245375099,0.825001889,-0.157762084,0.920535047,0.273392631,F7,7
20200803_1535_blob_959_,-0.523889329,0.591151367,-0.218179789,0.01810943,0.562554631,-0.280835102,0.724751904,0.334167905,F7,7
20200803_1535_blob_961_,-0.386192133,0.296744727,0.319546072,0.323512094,0.156450814,-0.170853138,0.375920631,-0.121365862,F7,7
20200803_1535_blob_964_,-0.772092669,0.902577317,-0.115087163,0.309759092,0.738832114,-0.15553699,0.944627708,0.269732184,F7,7
20200803_1535_blob_965_,-0.782632104,0.922563564,-0.160142404,0.358742784,0.695129888,-0.137637225,0.936164507,0.350881082,F7,7
20200803_1535_blob_968_,-0.67113842,0.843431727,-0.179380436,0.226083829,0.814496835,-0.18422248,0.95468891,0.424157155,F7,7
20200803_1535_blob_97_,-0.63187259,0.785477687,-0.247741079,0.128703926,0.877596886,-0.193239127,0.949971602,0.421012053,F7,7
20200803_1535_blob_970_,-0.731822063,0.849230562,-0.233877348,0.313917724,0.66945582,-0.192947186,0.878739267,0.377870328,F7,7
20200803_1535_blob_982_,-0.665813071,0.779173128,-0.052344401,0.316368369,0.794049682,-0.150304632,0.849277101,0.234587234,F7,7
20200803_1535_blob_984_,-0.610163591,0.762106398,-0.247458458,0.036880442,0.863892629,-0.249946276,0.956288134,0.464076065,F7,7
20200803_1535_blob_993_,-0.455047885,0.599537928,-0.284396658,-0.119859474,0.840768297,-0.279203527,0.869643325,0.410584091,F7,7
20200803_1535_blob_994_,-0.791619673,0.903895785,-0.028318205,0.386505908,0.719625214,-0.155500452,0.911280777,0.217536115,F7,7
20200803_0949_blob_1477_,0.296080506,-0.130243493,-0.547796905,-0.588290088,0.482653121,-0.288995893,0.241657876,0.583109801,F8,8
20200803_0949_blob_1163_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20200803_0949_blob_1249_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20200803_0949_blob_671_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA

